312  CEB_Cas
313  CE_Her
314  CE_Pup
315  CF_Car
316  CH_Cas
317  CI_Per
318  CK_Pup
319  CM_Pup
320  CN_Cep
321  CN_Tau
322  CO_Aur
323  CO_Pup
324  CO_Vel
325  CP_CMa
326  CQ_Car
327  CQ_Sco
328  CR_Ser
329  CS_Car
330  CS_Cas
331  CS_Mon
332  CS_Vel
333  CT_Car
334  CT_Cas
335  CU_Mon
336  CU_Ori
337  CY_Aur
338  CY_Cas
339  CZ_Cas
340  DF_Lac
341  DF_Ori
342  DG_Sge
343  DP_Vel
344  DQ_And
345  DR_Cep
346  DT_Cas
347  DT_Cyg
348  DU_Ara
349  DW_Cas
350  DW_Per
351  EF_Tau
352  EK_Del
353  EK_Mon
354  EK_Pup
355  EP_Cyg
356  EP_Mus
357  ER_Aur
358  ER_Car
359  ET_Vul
360  EU_Cyg
361  EU_Tau
362  EV_Aql
363  EV_Aur
364  EW_Aur
365  EW_Sct
366  EX_Cas
367  EX_Cyg
368  EZ_Cyg
369  EZ_Vel
370  FF_Aur
371  FF_Car
372  FG_Vel
373  FH_Car
374  FK_Car
375  FM_Car
376  FM_Del
377  FO_Cas
378  FQ_Lac
379  FT_Mon
380  FW_Cas
381  GH_Car
382  GI_Cyg
383  GL_Cas
384  GL_Cyg
385  GM_Cas
386  GO_Cas
387  GP_Per
388  GQ_Vul
389  GR_Nor
390  GS_Car
391  GT_Aur
392  GT_Car
393  GV_Aur
394  GX_Car
395  GX_Sge
396  HK_Cas
397  HQ_Car
398  HQ_Cra
399  HQ_Per
400  HR_Aur
401  HS_Car
402  HZ_Per
403  II_Car
404  IM_Car
405  IN_Aur
406  IO_Cas
407  IQ_Nor
408  IR_Cep
409  IU_Cyg
410  IX_Cas
411  IY_Cep
412  IY_Cyg
413  IZ_Cen
414  KAPPA_Pav
415  KK_Cas
416  KL_Aql
417  KO_Cep
418  KQ_Cra
419  KX_Cyg
420  LR_Tra
421  LT_Cas
422  LV_Cen
423  MM_Per
424  MR_Ara
425  MU_Cep
426  MZ_Cyg
427  NO_Cas
428  NP_Cas
429  NW_Lyr
430  NW_Pav
431  NY_Cas
432  OP_Cas
433  OT_Per
434  OZ_Cas
435  PP_Aql
436  PW_Cas
437  QQ_Per
438  QY_Cyg
439  QZ_Nor
440  RR_Mic
441  RT_Tra
442  RU_Cam
443  RV_Nor
444  RX_Lib
445  ST_Pup
446  SU_Cas
447  SU_Sct
448  SW_Tau
449  TU_Cas
450  TV_Cam
451  TW_Cap
452  TW_Mon
453  TX_Del
454  TY_Cru
455  TY_Sct
456  T_Ant
457  UX_Lup
458  UX_Mus
459  UX_Nor
460  UY_Eri
461  UY_Mon
462  UZ_Sct
463  U_Tra
464  V1004_Sgr
465  V1020_Cyg
466  V1025_Cyg
467  V1033_Cyg
468  V1046_Cyg
469  V1154_Cyg
470  V1162_Aql
471  V1180_Sgr
472  V1181_Sgr
473  V1183_Aql
474  V1185_Sgr
475  V1187_Sgr
476  V1189_Sgr
477  V1290_Sgr
478  V1303_Sgr
479  V1304_Sgr
480  V1336_Cyg
481  V1344_Aql
482  V1359_Aql
483  V1364_Cyg
484  V1467_Cyg
485  V1711_Sgr
486  V1726_Cyg
487  V1828_Sgr
488  V1954_Sgr
489  V1996_Sgr
490  V2022_Sgr
491  V335_Aur
492  V335_Pup
493  V336_Ori
494  V340_Nor
495  V342_Cas
496  V343_Cyg
497  V347_Cyg
498  V356_Cyg
499  V371_Per
500  V383_Cyg
501  V395_Cas
502  V396_Cyg
503  V397_Car
504  V407_Cas
505  V439_Oph
506  V446_Mon
507  V446_Sco
508  V447_Mon
509  V449_Cra
510  V465_Mon
511  V465_Oph
512  V473_Lyr
513  V477_Oph
514  V478_Oph
515  V484_Mon
516  V492_Cyg
517  V493_Aql
518  V495_Cyg
519  V495_Mon
520  V496_Cen
521  V504_Mon
522  V510_Mon
523  V514_Cyg
524  V526_Aql
525  V526_Mon
526  V527_Sgr
527  V538_Cyg
528  V541_Oph
529  V547_Cyg
530  V549_Sco
531  V553_Cen
532  V554_Cyg
533  V554_Oph
534  V555_Sco
535  V572_Aql
536  V609_Cyg
537  V621_Cyg
538  V641_Cen
539  V641_Cyg
540  V659_Cen
541  V709_Sco
542  V714_Cyg
543  V716_Oph
544  V717_Sco
545  V733_Aql
546  V745_Oph
547  V765_Aql
548  V775_Oph
549  V782_Cen
550  V801_Aql
551  V802_Sgr
552  V833_Oph
553  V839_Sgr
554  V912_Aql
555  V916_Aql
556  V924_Cyg
557  V950_Sco
558  V971_Aql
559  V979_Aql
560  VV_Cru
561  VW_Mon
562  VW_Pup
563  VX_Cap
564  VY_CMi
565  VY_Sgr
566  VZ_Aql
567  VZ_Mon
568  WW_Mon
569  WW_Pup
570  WY_Pup
571  WY_Sco
572  W_Vir
573  XX_Vir
574  YY_Mon
575  YZ_Aur
576  YZ_Vir
577  HW_Car
578  CEa+b_Cas
