 43 CH CAS    23 22 36.72 +62 49 36.8 11.320 0.011 11.175 0.015 11.010 0.041 21 21 20 11.312 11.199 11.157                      
  7 CK SCT    18 40 46.68 -06 04 14.9  6.661 0.023  5.418 0.024  4.789 0.018 19 19 19  6.584  5.344  4.732 unclassified variable
  9 CK SCT    18 40 47.76 -06 06 55.0  8.119 0.078  6.538 0.070  5.718 0.068 19 19 19  8.238  6.660  5.685 unclassified variable
 10 CK SCT    18 41 07.90 -06 05 26.1  7.345 0.043  6.007 0.044  5.598 0.039 19 19 19  7.097  5.918  5.326 unclassified variable
 11 CK SCT    18 40 50.77 -06 02 16.2  7.040 0.004  6.031 0.004  5.762 0.006 19 19 19  7.086  6.116  5.738                      
 12 CK SCT    18 41 12.02 -06 11 50.6  8.272 0.029  6.391 0.010  5.619 0.016 19 19 17  8.378  6.515  5.582                      
 13 CK SCT    18 41 25.27 -06 03 16.2  8.010 0.050  6.548 0.040  5.503 0.028 19 19 18  8.580  6.846  5.827 unclassified variable
 14 CK SCT    18 41 26.09 -06 09 52.5  8.470 0.006  6.689 0.012  5.892 0.013 16 16 16  8.630  6.787  5.893                      
 15 CK SCT    18 41 18.98 -06 03 07.5  8.433 0.006  6.800 0.007  6.013 0.034 19 19 19  8.501  6.839  6.040                      
 16 CK SCT    18 41 00.66 -06 05 49.9  7.380 0.018  6.806 0.016  6.627 0.015 19 19 19  7.352  6.804  6.560 Ceph CK SCT          
 17 CK SCT    18 41 18.03 -06 09 17.7  9.574 0.042  7.024 0.026  5.638 0.021 19 19 19 10.274  7.904  6.451 unclassified variable
 19 CK SCT    18 40 47.95 -06 07 36.7  7.995 0.004  6.987 0.010  6.769 0.019 19 19 19  8.100  7.158  6.804                      
 20 CK SCT    18 40 57.77 -06 10 22.9  8.227 0.003  7.019 0.008  6.672 0.013 19 19 19  8.279  7.125  6.608                      
 22 CK SCT    18 40 54.06 -06 05 38.1  7.959 0.003  7.239 0.004  7.079 0.010 19 19 19  8.016  7.324  7.083 BD-06 4828           
 25 CK SCT    18 41 18.33 -06 08 19.0  9.028 0.035  7.190 0.027  6.275 0.018 19 19 19  9.449  7.530  6.449 unclassified variable
 28 CK SCT    18 40 51.59 -06 02 47.0  9.763 0.019  7.713 0.015  6.769 0.016 19 19 19  9.758  7.714  6.691 unclassified variable
 29 CK SCT    18 41 00.10 -06 06 44.1  9.288 0.006  7.679 0.004  7.020 0.006 19 19 19  9.399  7.825  6.967                      
 31 CK SCT    18 41 03.96 -06 04 28.3  9.234 0.005  7.762 0.003  7.226 0.004 19 19 19  9.316  7.824  7.207                      
 32 CK SCT    18 41 25.67 -06 08 24.0  8.869 0.003  7.755 0.003  7.398 0.012 17 17 17  8.984  7.978  7.526                      
 33 CK SCT    18 40 57.21 -06 01 59.3  9.363 0.007  7.802 0.004  7.152 0.007 19 19 19  9.466  7.840  7.083                      
 34 CK SCT    18 40 53.06 -06 07 58.0  8.650 0.002  7.792 0.004  7.656 0.016 19 19 19  8.721  7.883  7.597                      
 35 CK SCT    18 41 23.87 -06 02 47.5  9.274 0.005  7.860 0.007  7.288 0.037 19 19 18  9.362  7.906  7.292                      
 36 CK SCT    18 41 14.77 -06 05 19.2  8.924 0.002  7.916 0.003  7.650 0.012 19 19 19  8.994  7.996  7.587                      
 37 CK SCT    18 41 29.67 -06 05 35.9  9.367 0.005  8.019 0.004  7.515 0.023 16 16 16  9.426  8.041  7.478                      
 42 CK SCT    18 41 20.47 -06 01 37.9  9.111 0.049  7.256 0.054  6.236 0.053 19 19 19  9.308  7.365  6.267 unclassified variable
 43 CK SCT    18 40 47.18 -06 08 36.1  9.630 0.042  7.854 0.044  7.015 0.038 15 15 15 10.371  8.502  7.534 unclassified variable
 44 CK SCT    18 40 52.23 -06 07 02.2  9.861 0.004  8.247 0.004  7.658 0.013 19 19 19  9.992  8.349  7.588                      
 46 CK SCT    18 41 20.38 -06 11 46.9  9.911 0.111  7.560 0.103  6.299 0.086 16 15 15  9.133  6.934  5.691 unclassified variable
 48 CK SCT    18 41 28.44 -06 06 09.7  8.794 0.003  8.312 0.006  8.120 0.021 16 16 16  8.804  8.338  8.164                      
 52 CK SCT    18 41 03.94 -06 09 05.8 12.827 0.132  9.501 0.055  7.846 0.039 19 19 19 10.188  7.885  6.588 unclassified variable
 60 CK SCT    18 41 07.28 -06 08 35.6 10.112 0.036  8.181 0.034  7.141 0.025 19 19 19 10.212  8.212  7.104 unclassified variable
 61 CK SCT    18 41 27.45 -06 07 15.9 10.746 0.034  8.107 0.033  6.735 0.036 17 17 17 10.773  8.126  6.764 unclassified variable
 65 CK SCT    18 41 01.39 -06 07 25.6  9.866 0.005  8.594 0.004  8.197 0.010 19 19 19  9.929  8.638  8.086                      
 69 CK SCT    18 40 52.06 -06 06 32.4  9.733 0.004  8.761 0.006  8.543 0.023 19 19 19  9.778  8.761  8.409                      
 79 CK SCT    18 41 09.22 -06 03 19.6 10.110 0.004  8.890 0.004  8.465 0.016 19 19 19 10.144  8.906  8.421                      
 99 CK SCT    18 41 08.85 -06 06 59.0 10.093 0.004  9.103 0.004  8.887 0.005 19 19 19 10.150  9.278  8.933                      
107 CK SCT    18 40 47.22 -06 05 49.1  9.933 0.004  9.212 0.007  9.106 0.017 19 19 19 10.229  9.439  9.204                      
111 CK SCT    18 41 17.77 -06 06 52.4  9.997 0.005  9.307 0.011  9.187 0.019 19 19 19  9.983  9.278  9.039                      
  2 CN CEP    23 25 57.15 +64 46 13.9  8.245 0.003  7.000 0.002  6.565 0.008 21 21 21  8.424  7.116  6.546                      
  4 CN CEP    23 25 34.79 +64 47 25.4  8.316 0.018  7.627 0.016  7.367 0.015 21 21 21  8.281  7.651  7.363 Ceph CN CEP          
  5 CN CEP    23 25 51.65 +64 52 17.8  9.024 0.007  7.900 0.005  7.477 0.021 21 21 21  9.065  7.906  7.507                      
  7 CN CEP    23 26 05.49 +64 44 54.8  9.611 0.003  8.438 0.003  8.123 0.005 21 21 21  9.662  8.459  8.056                      
  9 CN CEP    23 26 04.44 +64 43 02.0  9.946 0.004  8.846 0.004  8.578 0.006 21 21 21  9.983  8.880  8.539                      
 11 CN CEP    23 26 09.57 +64 50 25.2 10.098 0.004  9.078 0.006  8.713 0.025 21 21 21 10.131  9.062  8.758                      
 13 CN CEP    23 25 34.23 +64 47 52.6 10.935 0.006  9.602 0.003  9.247 0.010 21 21 21 10.960  9.630  9.124                      
 15 CN CEP    23 26 17.22 +64 45 28.7 10.823 0.005  9.940 0.005  9.690 0.012 21 21 21 10.866  9.956  9.688                      
 16 CN CEP    23 25 30.68 +64 52 56.5 10.070 0.006  9.956 0.005  9.874 0.037 18 19 20 10.003  9.888  9.877                      
 18 CN CEP    23 25 04.10 +64 44 40.0 10.963 0.009 10.122 0.009  9.902 0.023 19 19 19 11.048 10.203  9.924                      
 19 CN CEP    23 25 46.06 +64 41 54.0 10.899 0.006 10.233 0.005 10.109 0.014 21 21 21 10.836 10.203  9.970                      
 27 CN CEP    23 26 25.01 +64 51 09.1 10.979 0.006 10.667 0.008 10.584 0.056 21 21 21 10.938 10.638 10.579                      
 31 CN CEP    23 25 15.90 +64 51 04.5 11.132 0.007 10.865 0.008 10.736 0.032 21 21 21 11.124 10.902 10.765                      
 32 CN CEP    23 25 39.03 +64 47 59.0 11.328 0.009 10.926 0.009 10.982 0.041 21 21 21 11.266 10.839 10.659                      
 38 CN CEP    23 25 56.27 +64 45 18.9 11.613 0.010 11.180 0.009 11.200 0.031 21 21 21 11.574 11.135 11.066                      
  1 CP CEP    21 57 52.70 +56 09 49.9  7.330 0.018  6.711 0.016  6.511 0.015 22 22 22  7.406  6.748  6.451 Ceph CP CEP          
  3 CP CEP    21 58 16.96 +56 15 11.6  8.898 0.005  8.038 0.005  7.753 0.028 22 22 22  8.869  7.999  7.756                      
  4 CP CEP    21 58 14.78 +56 14 35.3  9.190 0.003  8.387 0.004  8.044 0.024 22 22 22  9.202  8.361  8.105                      
  7 CP CEP    21 57 49.25 +56 12 26.9  9.316 0.003  9.131 0.003  9.033 0.008 22 22 22  9.264  9.113  9.015                      
  9 CP CEP    21 57 48.91 +56 14 38.2 10.525 0.007  9.504 0.005  9.188 0.014 22 22 22 10.503  9.497  9.192                      
 14 CP CEP    21 58 08.12 +56 04 45.5 10.851 0.008 10.004 0.010  9.847 0.018 22 22 22 10.777  9.986  9.710                      
 15 CP CEP    21 58 16.70 +56 07 49.8 10.546 0.006 10.078 0.006 10.020 0.015 22 22 22 10.562 10.153 10.054                      
 19 CP CEP    21 58 03.39 +56 11 09.9 10.632 0.006 10.013 0.006  9.833 0.012 22 22 22 10.591 10.005  9.801                      
 27 CP CEP    21 57 54.08 +56 13 44.1 10.875 0.006 10.236 0.006 10.069 0.021 22 22 22 10.872 10.255 10.019                      
 28 CP CEP    21 57 47.58 +56 08 34.4 11.012 0.007 10.339 0.006 10.246 0.018 22 22 22 10.954 10.330 10.131                      
 29 CP CEP    21 57 45.28 +56 07 32.5 10.958 0.006 10.295 0.008 10.226 0.021 22 22 22 10.941 10.320 10.067                      
 40 CP CEP    21 57 58.92 +56 12 08.0 11.078 0.007 10.874 0.009 10.768 0.027 22 22 22 11.019 10.864 10.752                      
  1 CR CEP    22 46 24.79 +59 26 31.8  6.641 0.018  6.084 0.016  5.909 0.015 22 22 22  6.568  6.018  5.832 Ceph CR CEP          
  2 CR CEP    22 46 10.54 +59 25 59.7  7.429 0.002  6.633 0.002  6.457 0.005 22 22 22  7.451  6.667  6.383                      
  3 CR CEP    22 46 33.36 +59 31 29.1  7.868 0.007  6.958 0.005  6.655 0.021 21 21 22  7.842  6.937  6.632                      
  5 CR CEP    22 46 25.27 +59 25 48.7  8.234 0.003  7.271 0.002  7.006 0.002 22 22 22  8.279  7.283  6.950                      
 10 CR CEP    22 46 47.67 +59 30 46.5  9.781 0.007  9.595 0.009  9.483 0.031 22 22 22  9.696  9.539  9.449                      
 11 CR CEP    22 46 37.45 +59 22 41.8 10.441 0.007  9.740 0.007  9.587 0.016 22 22 22 10.413  9.732  9.552                      
 12 CR CEP    22 46 29.93 +59 27 26.8 10.770 0.008  9.933 0.006  9.691 0.014 22 22 22 10.751  9.911  9.695                      
 13 CR CEP    22 46 59.41 +59 29 44.2 10.242 0.007  9.909 0.010  9.832 0.034 22 22 22 10.162  9.842  9.760                      
 19 CR CEP    22 46 08.85 +59 29 13.3 10.477 0.006 10.228 0.011 10.123 0.023 22 22 22 10.466 10.201 10.067                      
  1 CR SER    18 10 14.94 -13 30 38.2  7.377 0.002  6.352 0.004  6.024 0.022 20 20 20  7.431  6.351  6.012                      
  2 CR SER    18 10 02.13 -13 32 45.4  7.335 0.018  6.746 0.016  6.520 0.015 20 20 20  7.470  6.882  6.555 Ceph CR SER          
  3 CR SER    18 10 02.53 -13 28 04.2  8.640 0.005  7.282 0.004  6.734 0.018 20 20 20  8.668  7.303  6.674                      
  4 CR SER    18 10 12.85 -13 36 23.8  9.155 0.013  7.627 0.010  7.020 0.017 20 20 20  9.063  7.581  6.845                      
  5 CR SER    18 10 30.51 -13 31 53.1  9.475 0.048  7.814 0.028  6.647 0.031 18 18 17  8.613  6.962  6.073 unclassified variable
  6 CR SER    18 10 08.32 -13 28 49.0  9.189 0.008  7.800 0.008  7.182 0.022 20 20 20  9.333  7.882  7.211                      
  7 CR SER    18 10 01.91 -13 27 24.2  8.628 0.007  7.804 0.005  7.555 0.022 20 20 20  8.613  7.785  7.507                      
  8 CR SER    18 10 20.24 -13 38 11.0  9.248 0.004  7.886 0.006  7.456 0.013 19 19 19  9.299  7.912  7.355                      
  9 CR SER    18 09 57.09 -13 36 12.9  9.345 0.007  7.940 0.009  7.469 0.019 20 20 20  9.420  8.009  7.405                      
 10 CR SER    18 10 27.34 -13 33 59.4  9.671 0.012  8.045 0.009  7.216 0.021 18 18 19  9.743  8.097  7.214                      
 11 CR SER    18 10 06.38 -13 33 46.6  9.546 0.004  8.127 0.003  7.633 0.006 20 20 20  9.618  8.161  7.581                      
 12 CR SER    18 10 30.90 -13 33 10.8  9.634 0.005  8.151 0.004  7.533 0.025 18 18 18  9.767  8.238  7.563                      
 14 CR SER    18 10 12.07 -13 28 02.8  9.490 0.006  8.180 0.005  7.630 0.028 20 20 20  9.540  8.175  7.608                      
 15 CR SER    18 10 23.61 -13 33 35.8 10.156 0.008  8.655 0.006  8.016 0.023 20 20 20 10.238  8.745  8.041                      
 16 CR SER    18 10 23.28 -13 35 31.1  9.020 0.003  8.697 0.003  8.634 0.018 20 20 20  8.977  8.711  8.602 BD-13 4867           
 17 CR SER    18 10 17.50 -13 38 54.4 10.092 0.030  8.765 0.010  8.345 0.016 19 19 19 10.052  8.702  8.201                      
 18 CR SER    18 10 23.21 -13 36 39.5  9.458 0.005  8.762 0.004  8.621 0.012 20 20 20  9.451  8.767  8.581                      
 19 CR SER    18 10 06.60 -13 31 20.1  9.580 0.003  8.897 0.003  8.718 0.017 20 20 20  9.620  8.907  8.619                      
 26 CR SER    18 10 16.60 -13 38 19.0 10.718 0.011  9.277 0.006  8.836 0.018 19 19 19 10.694  9.289  8.731                      
 27 CR SER    18 09 54.30 -13 33 04.3 10.165 0.005  9.386 0.004  9.172 0.017 20 20 20 10.181  9.400  9.076                      
 44 CR SER    18 10 17.25 -13 35 51.7 10.974 0.007  9.798 0.007  9.486 0.022 20 20 20 11.002  9.822  9.360                      
 46 CR SER    18 10 11.14 -13 29 16.1 10.563 0.009  9.798 0.006  9.505 0.035 20 20 20 10.590  9.837  9.483                      
 73 CR SER    18 10 17.00 -13 37 57.8 10.838 0.010 10.225 0.009 10.079 0.031 20 20 20 10.725 10.145  9.852                      
  5 CS ORI    06 07 25.46 +11 09 07.1  9.344 0.018  8.943 0.016  8.828 0.015 25 25 25  9.574  9.081  8.938 Ceph CS ORI          
  6 CS ORI    06 07 29.86 +11 06 20.7  9.274 0.002  9.118 0.002  9.125 0.005 25 25 25  9.279  9.166  9.100                      
  7 CS ORI    06 07 49.04 +11 06 55.9 10.495 0.004  9.790 0.003  9.648 0.006 25 25 25 10.518  9.830  9.666                      
 10 CS ORI    06 07 47.44 +11 04 56.0 10.832 0.006 10.230 0.005 10.147 0.007 25 25 25 10.841 10.290 10.155                      
 14 CS ORI    06 07 49.19 +11 08 54.2 10.807 0.004 10.594 0.006 10.572 0.014 25 25 25 10.820 10.680 10.635                      
 15 CS ORI    06 07 20.69 +11 11 15.8 11.332 0.006 10.737 0.006 10.643 0.014 25 25 25 11.363 10.775 10.603                      
 20 CS ORI    06 07 41.53 +11 06 23.8 11.359 0.006 10.925 0.007 10.931 0.015 25 25 25 11.360 10.953 10.863                      
 21 CS ORI    06 07 33.21 +11 09 10.8 11.505 0.007 10.887 0.006 10.799 0.009 25 25 25 11.703 11.025 10.865                      
 22 CS ORI    06 07 47.69 +11 07 57.5 11.174 0.005 10.994 0.007 10.970 0.019 25 25 25 11.176 11.082 11.023                      
 28 CS ORI    06 07 18.41 +11 09 53.7 11.791 0.008 11.511 0.011 11.560 0.030 25 25 25 11.803 11.515 11.451                      
  1 CV MON    06 37 17.00 +02 59 35.2  7.000 0.002  6.531 0.002  6.482 0.003 22 22 22  7.003  6.589  6.468 HD 47158             
  2 CV MON    06 37 04.84 +03 03 50.2  7.313 0.018  6.768 0.016  6.565 0.015 22 22 22  7.368  6.772  6.521 Ceph CV MON          
  4 CV MON    06 37 05.71 +03 08 46.3  8.802 0.009  8.690 0.008  8.612 0.010 22 22 22  8.748  8.673  8.619 HD 47108             
  5 CV MON    06 36 54.03 +03 05 23.3 10.154 0.008  8.740 0.008  8.259 0.011 22 22 22 10.325  8.827  8.288                      
  6 CV MON    06 37 19.12 +03 02 17.5  9.493 0.003  8.888 0.003  8.782 0.006 22 22 22  9.511  8.911  8.745                      
  7 CV MON    06 37 01.74 +03 00 42.1  9.559 0.003  8.959 0.005  8.846 0.008 22 22 22  9.619  9.005  8.834                      
 23 CV MON    06 37 21.31 +03 03 10.2 10.255 0.005 10.044 0.006 10.001 0.014 22 22 22 10.241 10.107  9.987                      
 30 CV MON    06 36 59.35 +03 01 29.0 11.464 0.014 10.332 0.007 10.023 0.014 22 22 22 11.555 10.396 10.031                      
 37 CV MON    06 36 57.73 +03 03 28.3 11.393 0.012 10.893 0.015 10.811 0.033 22 22 22 11.414 10.901 10.774                      
 41 CV MON    06 37 02.91 +03 05 24.2 11.364 0.012 11.062 0.014 10.949 0.040 22 22 22 11.373 11.061 10.900                      
 42 CV MON    06 37 08.27 +03 05 31.7 11.259 0.009 11.062 0.013 11.076 0.046 22 22 22 11.204 11.052 10.974                      
 59 CV MON    06 37 12.19 +03 02 26.7 11.871 0.021 11.611 0.016 11.736 0.063 22 22 22 11.852 11.656 11.592                      
  1 CY AUR    04 57 33.46 +46 04 25.9  8.776 0.004  7.794 0.006  7.584 0.011 21 21 21  8.810  7.840  7.576                      
  2 CY AUR    04 57 40.07 +46 05 33.1  8.580 0.018  7.945 0.016  7.744 0.015 21 21 21  8.472  7.817  7.581 Ceph CY AUR          
  8 CY AUR    04 58 17.98 +46 03 50.0  9.718 0.003  8.951 0.003  8.765 0.021 21 21 21  9.739  8.998  8.801                      
 12 CY AUR    04 58 11.00 +46 04 00.7  9.822 0.004  9.649 0.006  9.592 0.011 21 21 21  9.777  9.643  9.580                      
 25 CY AUR    04 57 35.22 +46 03 56.9 11.166 0.007 10.246 0.008 10.056 0.014 21 21 21 11.174 10.273  9.989                      
 27 CY AUR    04 57 50.16 +46 04 45.2 10.457 0.005 10.277 0.007 10.226 0.014 21 21 21 10.414 10.291 10.203                      
 28 CY AUR    04 57 58.12 +46 08 00.2 10.736 0.005 10.271 0.005 10.104 0.014 21 21 21 10.731 10.283 10.113                      
 34 CY AUR    04 58 03.90 +46 07 41.2 11.393 0.011 10.669 0.007 10.473 0.015 21 21 21 11.415 10.681 10.472                      
 42 CY AUR    04 57 59.11 +46 03 14.6 11.638 0.009 11.007 0.008 10.888 0.019 21 21 21 11.625 11.000 10.824                      
 46 CY AUR    04 58 05.69 +46 06 21.5 11.927 0.009 11.094 0.009 10.901 0.020 21 21 21 11.936 11.097 10.861                      
 49 CY AUR    04 57 33.52 +46 05 46.9 11.680 0.014 11.317 0.012 11.290 0.033 21 21 21 11.647 11.327 11.215                      
  6 CY CAS    23 29 12.74 +63 22 27.5  7.850 0.018  7.160 0.016  6.938 0.015 22 22 22  7.748  7.017  6.732 Ceph CY CAS          
 11 CY CAS    23 29 55.78 +63 24 42.6  9.173 0.002  8.227 0.003  7.841 0.033 22 22 22  9.231  8.240  7.892                      
 15 CY CAS    23 29 23.24 +63 20 10.8  9.386 0.004  8.620 0.005  8.410 0.006 22 22 22  9.424  8.664  8.399                      
 18 CY CAS    23 29 10.90 +63 17 13.0 10.176 0.005  9.295 0.008  9.083 0.018 21 21 21 10.201  9.327  9.041                      
 22 CY CAS    23 29 16.56 +63 27 04.7 10.969 0.006  9.808 0.004  9.408 0.023 22 22 22 11.010  9.852  9.402                      
 23 CY CAS    23 29 38.03 +63 22 46.5 10.719 0.005  9.955 0.004  9.727 0.023 22 22 22 10.794  9.947  9.690                      
 24 CY CAS    23 30 09.50 +63 23 21.2 10.100 0.004  9.933 0.005  9.834 0.030 20 20 20 10.079  9.924  9.885                      
 25 CY CAS    23 29 12.59 +63 23 38.5 10.831 0.005 10.078 0.004  9.862 0.010 22 22 22 10.883 10.130  9.862                      
 26 CY CAS    23 28 54.22 +63 26 47.5 10.932 0.005 10.201 0.005 10.018 0.017 22 22 22 10.942 10.213  9.984                      
 27 CY CAS    23 28 49.60 +63 25 51.2 11.087 0.006 10.236 0.006  9.998 0.017 22 22 22 11.170 10.287 10.007                      
 30 CY CAS    23 30 05.43 +63 24 40.6 11.150 0.006 10.260 0.006  9.850 0.036 22 22 22 11.165 10.274  9.926                      
 33 CY CAS    23 29 14.53 +63 26 09.1 10.707 0.005 10.449 0.005 10.412 0.023 22 22 22 10.651 10.448 10.383                      
  5 DD CAS    23 58 02.63 +62 46 16.1  7.021 0.002  6.051 0.008  5.698 0.021 26 26 26  7.041  6.065  5.733                      
  6 DD CAS    23 57 34.95 +62 43 05.7  7.533 0.018  7.055 0.016  6.924 0.015 26 26 26  7.462  7.016  6.887 Ceph DD CAS          
  8 DD CAS    23 57 50.33 +62 40 43.2  9.185 0.005  8.531 0.004  8.422 0.008 26 26 26  9.186  8.460  8.378                      
  9 DD CAS    23 58 11.44 +62 45 39.7  9.337 0.002  8.594 0.008  8.338 0.023 26 26 26  9.318  8.577  8.405                      
 11 DD CAS    23 58 25.64 +62 43 52.8  9.878 0.004  9.002 0.007  8.719 0.022 26 26 26  9.854  8.990  8.726                      
 15 DD CAS    23 57 52.49 +62 43 06.8 10.637 0.006  9.739 0.006  9.528 0.010 26 26 26 10.591  9.705  9.437                      
 17 DD CAS    23 57 03.45 +62 42 05.4 10.848 0.007  9.867 0.012  9.649 0.019 26 26 26 10.927  9.938  9.630                      
 18 DD CAS    23 58 04.87 +62 38 50.9 10.531 0.008  9.657 0.005  9.521 0.013 26 26 26 10.464  9.606  9.414                      
 19 DD CAS    23 57 39.57 +62 47 58.8 10.956 0.005 10.272 0.008 10.108 0.021 26 26 26 10.972 10.240 10.090                      
 24 DD CAS    23 57 58.77 +62 47 22.5 11.118 0.006 10.498 0.011 10.285 0.029 26 26 26 11.108 10.486 10.323                      
 34 DD CAS    23 58 05.79 +62 41 10.8 11.155 0.007 10.873 0.007 10.890 0.022 26 26 26 11.080 10.856 10.823                      
  2 DL CAS    00 29 58.58 +60 12 43.1  6.556 0.018  6.089 0.016  5.929 0.015 21 21 21  6.536  5.995  5.857 Ceph DL CAS          
  3 DL CAS    00 30 05.99 +60 09 04.2  6.748 0.005  6.348 0.004  6.245 0.010 21 21 21  6.717  6.313  6.165 HD 236433            
 16 DL CAS    00 30 21.89 +60 11 10.0  8.322 0.002  8.045 0.005  8.042 0.010 21 21 21  8.268  8.012  7.959                      
 22 DL CAS    00 30 33.43 +60 17 27.3  8.835 0.006  8.626 0.011  8.496 0.047 21 21 21  8.772  8.577  8.562                      
 30 DL CAS    00 30 22.44 +60 12 38.9 10.184 0.005  9.329 0.006  9.140 0.015 21 21 21 10.196  9.297  9.069                      
 31 DL CAS    00 29 59.73 +60 07 47.1 10.739 0.009  9.591 0.010  9.244 0.020 21 21 21 10.735  9.603  9.164                      
 32 DL CAS    00 29 54.24 +60 15 59.7 10.341 0.007  9.477 0.006  9.210 0.017 21 21 21 10.325  9.412  9.200                      
 33 DL CAS    00 30 24.45 +60 10 09.3  9.884 0.005  9.701 0.007  9.647 0.015 21 21 21  9.859  9.710  9.592                      
 34 DL CAS    00 29 59.71 +60 09 25.3 10.119 0.007  9.818 0.006  9.767 0.019 21 21 21 10.042  9.761  9.714                      
 35 DL CAS    00 29 59.33 +60 17 45.2  9.958 0.007  9.774 0.011  9.662 0.027 21 21 21  9.884  9.735  9.678                      
 37 DL CAS    00 30 09.78 +60 15 02.0 10.640 0.008 10.043 0.009  9.885 0.024 21 21 21 10.652 10.016  9.840                      
 38 DL CAS    00 30 08.09 +60 12 07.6 10.278 0.007 10.154 0.007 10.118 0.021 21 21 21 10.193 10.111 10.045                      
 47 DL CAS    00 29 54.29 +60 12 29.2 10.765 0.011 10.612 0.017 10.719 0.036 21 21 21 10.608 10.482 10.402                      
 53 DL CAS    00 30 29.00 +60 13 22.6 11.013 0.011 10.901 0.023 10.856 0.052 21 21 21 10.840 10.789 10.673                      
 56 DL CAS    00 30 15.25 +60 08 15.6 11.204 0.010 11.017 0.013 10.999 0.049 21 21 21 11.134 10.974 10.921                      
  3 EP CYG    19 44 59.13 +31 18 00.0  8.019 0.006  7.326 0.008  7.209 0.013 18 18 18  8.100  7.376  7.174                      
  5 EP CYG    19 45 23.27 +31 18 35.1  8.538 0.002  7.668 0.003  7.467 0.006 18 18 18  8.636  7.727  7.432                      
  7 EP CYG    19 45 04.32 +31 22 50.2  8.826 0.003  8.188 0.004  8.045 0.005 18 18 18  8.828  8.153  8.035                      
  9 EP CYG    19 45 16.47 +31 19 05.6  9.253 0.004  8.261 0.005  7.947 0.004 18 18 18  9.329  8.288  7.903                      
 10 EP CYG    19 45 18.14 +31 18 26.6  9.184 0.003  8.329 0.004  8.157 0.005 18 18 18  9.263  8.364  8.124                      
 14 EP CYG    19 44 57.44 +31 20 16.5  9.878 0.007  8.771 0.007  8.416 0.009 18 18 18  9.972  8.787  8.363                      
 15 EP CYG    19 45 21.79 +31 15 49.6  9.783 0.006  8.820 0.006  8.573 0.007 18 18 18  9.850  8.829  8.533                      
 16 EP CYG    19 44 55.59 +31 24 18.5  9.349 0.007  8.798 0.009  8.622 0.009 15 15 15  9.375  8.803  8.596                      
 20 EP CYG    19 45 10.25 +31 21 58.5  9.993 0.004  9.520 0.004  9.395 0.005 18 18 18  9.987  9.526  9.371                      
 22 EP CYG    19 44 59.70 +31 16 17.9 10.192 0.008  9.634 0.009  9.515 0.017 18 18 18 10.219  9.647  9.522                      
 23 EP CYG    19 45 03.68 +31 19 50.9 10.125 0.018  9.675 0.016  9.520 0.015 18 18 18 10.083  9.610  9.429 Ceph EP CYG          
 24 EP CYG    19 44 53.44 +31 23 37.0  9.846 0.006  9.644 0.005  9.573 0.012 15 15 15  9.843  9.625  9.563 HD 331206            
 31 EP CYG    19 45 12.50 +31 20 43.1 10.811 0.006  9.997 0.005  9.771 0.008 18 18 18 10.898 10.002  9.740                      
 37 EP CYG    19 44 52.49 +31 21 53.4 10.899 0.006 10.237 0.007 10.078 0.014 16 16 16 11.292 10.593 10.184                      
 45 EP CYG    19 45 17.84 +31 17 26.1 11.423 0.008 10.509 0.007 10.319 0.013 18 18 18 11.486 10.531 10.259                      
 58 EP CYG    19 45 23.73 +31 15 10.0 11.001 0.006 10.921 0.008 10.920 0.012 18 18 18 10.939 10.904 10.848 HD 331216            
  2 ER AUR    05 13 14.19 +41 59 14.3  8.024 0.003  7.485 0.003  7.403 0.004 20 20 20  8.058  7.543  7.372 HD 277639            
  3 ER AUR    05 13 09.96 +41 59 25.8  9.069 0.018  8.589 0.016  8.447 0.015 20 20 20  8.980  8.568  8.375 Ceph ER AUR          
  4 ER AUR    05 13 18.78 +41 56 49.0  9.530 0.003  8.678 0.003  8.523 0.006 20 20 20  9.554  8.703  8.447                      
  6 ER AUR    05 13 08.99 +41 55 17.3  9.791 0.004  9.218 0.007  9.140 0.014 19 19 19  9.785  9.238  9.117                      
  7 ER AUR    05 13 43.69 +42 04 11.0 10.004 0.014  9.228 0.012  8.935 0.073 19 20 20 10.000  9.174  8.952                      
  8 ER AUR    05 13 08.97 +41 56 22.0 10.082 0.005  9.278 0.006  9.141 0.009 20 20 20 10.102  9.300  9.097                      
  9 ER AUR    05 13 27.97 +41 59 13.8 10.165 0.004  9.645 0.003  9.556 0.009 20 20 20 10.167  9.621  9.502                      
 13 ER AUR    05 13 12.28 +41 57 21.8 11.698 0.011 10.816 0.007 10.693 0.019 20 20 20 11.696 10.832 10.604                      
 16 ER AUR    05 13 26.39 +42 01 43.1 11.589 0.013 10.914 0.009 10.715 0.018 20 20 20 11.589 10.894 10.704                      
 18 ER AUR    05 13 43.40 +41 58 06.6 11.415 0.007 11.017 0.008 10.985 0.027 19 19 19 11.445 11.019 10.978                      
 20 ER AUR    05 13 04.63 +41 58 19.6 11.724 0.010 11.063 0.009 10.967 0.019 20 20 20 11.897 11.218 10.992                      
 21 ER AUR    05 13 47.16 +41 57 56.3 11.785 0.011 11.109 0.013 10.914 0.032 19 19 19 11.787 11.085 10.926                      
 22 ER AUR    05 13 32.85 +41 56 46.3 12.049 0.010 11.335 0.009 11.244 0.035 20 20 20 12.058 11.340 11.181                      
