CY AUR    2454761.010 0.55  8.751 0.016  8.074 0.014  7.809 0.018 0
CY AUR    2454764.044 0.77  8.758 0.016  8.144 0.014  7.939 0.018 0
CY AUR    2454766.924 0.97  8.463 0.015  7.899 0.014  7.702 0.017 0
CY AUR    2454767.939 0.05  8.439 0.015  7.847 0.014  7.645 0.017 0
CY AUR    2454768.942 0.12  8.414 0.015  7.805 0.014  7.603 0.017 0
CY CAS    2454629.953 0.29  7.673 0.014  7.012 0.013  6.793 0.017 0
CY CAS    2454639.946 0.99  8.052 0.014  7.403 0.013  7.115 0.017 0
CY CAS    2454639.959 0.99  8.067 0.014  7.410 0.013  7.164 0.017 0
CY CAS    2454641.939 0.13  7.749 0.014  7.153 0.013  6.896 0.017 0
CY CAS    2454660.969 0.45  7.752 0.014  7.001 0.013  6.718 0.017 0
CY CAS    2454662.887 0.58  7.873 0.014  7.110 0.013  6.864 0.017 0
CY CAS    2454663.876 0.65  7.962 0.014  7.187 0.013  6.974 0.017 0
CY CAS    2454667.940 0.94  8.090 0.014  7.408 0.013  7.171 0.017 0
CY CAS    2454724.878 0.90  8.088 0.014  7.400 0.013  7.131 0.017 0
CY CAS    2454725.804 0.96  8.101 0.014  7.417 0.013  7.166 0.017 0
CY CAS    2454726.861 0.04  7.756 0.014  7.187 0.013  6.985 0.017 0
CY CAS    2454729.901 0.25  7.677 0.014  7.028 0.013  6.772 0.017 0
CY CAS    2454731.870 0.38  7.674 0.014  6.988 0.013  6.755 0.017 0
CY CAS    2454736.894 0.73  8.032 0.014  7.243 0.013  7.074 0.017 0
CY CAS    2454737.712 0.79  8.089 0.014  7.313 0.013  7.098 0.017 0
CY CAS    2454740.780 0.00  7.948 0.014  7.290 0.013  7.094 0.017 0
CY CAS    2454746.788 0.42  7.688 0.014  6.990 0.013  6.771 0.017 0
CY CAS    2454747.761 0.49  7.775 0.014  7.040 0.013  6.855 0.017 0
CY CAS    2454757.778 0.19  7.716 0.014  7.092 0.013  6.902 0.017 0
CY CAS    2454762.669 0.53  7.800 0.014  7.097 0.013  6.837 0.017 0
CY CAS    2454766.817 0.81  8.126 0.014  7.363 0.013  7.100 0.017 0
CY CAS    2454767.633 0.87  8.087 0.014  7.387 0.013  7.187 0.017 0
DD CAS    2454658.951 0.60  7.640 0.014  7.165 0.012  7.056 0.017 0
DD CAS    2454660.916 0.80  7.573 0.014  7.150 0.012  6.992 0.017 0
DD CAS    2454661.937 0.91  7.535 0.013  7.120 0.012  6.989 0.017 0
DD CAS    2454662.917 0.01  7.449 0.013  7.004 0.012  6.862 0.017 0
DD CAS    2454663.857 0.10  7.437 0.013  6.974 0.012  6.848 0.017 0
DD CAS    2454667.909 0.52  7.648 0.014  7.084 0.012  6.954 0.017 0
DD CAS    2454724.892 0.32  7.523 0.013  6.967 0.012  6.843 0.017 0
DD CAS    2454725.813 0.42  7.581 0.014  7.027 0.012  6.877 0.017 0
DD CAS    2454729.920 0.83  7.544 0.013  7.107 0.012  6.987 0.017 0
DD CAS    2454731.881 0.04  7.429 0.013  7.013 0.012  6.863 0.017 0
DD CAS    2454732.852 0.13  7.430 0.013  6.959 0.012  6.822 0.017 0
DD CAS    2454734.813 0.33  7.510 0.013  6.985 0.012  6.872 0.017 0
DD CAS    2454735.823 0.44  7.556 0.014  7.039 0.012  6.912 0.017 0
DD CAS    2454736.912 0.55  7.643 0.014  7.132 0.012  7.002 0.017 0
DD CAS    2454737.725 0.63  7.629 0.014  7.159 0.012  7.020 0.017 0
DD CAS    2454740.792 0.94  7.464 0.013  7.038 0.012  6.895 0.017 0
DD CAS    2454748.805 0.76  7.612 0.014  7.153 0.012  7.037 0.017 0
DD CAS    2454753.692 0.26  7.465 0.013  6.971 0.012  6.808 0.017 0
DD CAS    2454754.764 0.37  7.531 0.013  7.004 0.012  6.866 0.017 0
DD CAS    2454755.760 0.47  7.588 0.014  7.079 0.012  6.944 0.017 0
DD CAS    2454759.704 0.87  7.541 0.013  7.178 0.012  7.040 0.017 0
DD CAS    2454760.894 0.99  7.443 0.013  7.019 0.012  6.883 0.017 0
DD CAS    2454762.681 0.17  7.451 0.013  6.958 0.012  6.860 0.017 0
DD CAS    2454763.732 0.28  7.481 0.013  6.958 0.012  6.811 0.017 0
DD CAS    2454766.589 0.57  7.686 0.014  7.204 0.012  7.096 0.017 7
DD CAS    2454767.811 0.70  7.623 0.014  7.138 0.012  7.035 0.017 0
DL CAS    2454482.713 0.68  6.687 0.013  6.156 0.012  6.013 0.016 0
DL CAS    2454639.880 0.32  6.518 0.013  6.023 0.012  5.846 0.016 0
DL CAS    2454658.967 0.70  6.698 0.013  6.180 0.012  6.001 0.016 0
DL CAS    2454660.878 0.94  6.509 0.013  6.090 0.012  5.907 0.016 0
DL CAS    2454661.955 0.08  6.494 0.013  6.062 0.012  5.905 0.016 0
DL CAS    2454662.939 0.20  6.465 0.013  6.003 0.012  5.833 0.016 0
DL CAS    2454667.915 0.82  6.601 0.013  6.168 0.012  5.977 0.016 0
DL CAS    2454729.950 0.58  6.652 0.013  6.117 0.012  5.952 0.016 0
DL CAS    2454736.925 0.45  6.563 0.013  6.076 0.012  5.895 0.016 0
DL CAS    2454739.720 0.80  6.636 0.013  6.199 0.012  6.026 0.016 0
DL CAS    2454740.688 0.92  6.522 0.013  6.114 0.012  5.987 0.016 0
DL CAS    2454753.671 0.54  6.626 0.013  6.112 0.012  5.954 0.016 0
DL CAS    2454757.716 0.05  6.473 0.013  6.049 0.012  5.885 0.016 0
DL CAS    2454758.735 0.17  6.462 0.013  6.000 0.012  5.870 0.016 0
DL CAS    2454759.624 0.29  6.472 0.013  6.029 0.012  5.892 0.016 0
DL CAS    2454760.910 0.45  6.564 0.013  6.063 0.012  5.906 0.016 0
DL CAS    2454762.570 0.65  6.690 0.013  6.162 0.012  6.040 0.016 0
DL CAS    2454763.598 0.78  6.663 0.013  6.204 0.012  6.031 0.016 0
DL CAS    2454766.584 0.16  6.486 0.013  6.066 0.012  5.881 0.016 0
DL CAS    2454767.767 0.30  6.482 0.013  6.020 0.012  5.864 0.016 0
DL CAS    2454768.546 0.40  6.537 0.013  6.038 0.012  5.906 0.016 0
EP CYG    2454513.028 0.47 10.071 0.019  9.598 0.017  9.433 0.023 0
EP CYG    2454516.010 0.17 10.011 0.019  9.604 0.017  9.475 0.023 0
EP CYG    2454516.993 0.40 10.076 0.019  9.613 0.017  9.453 0.023 0
EP CYG    2454518.984 0.86 10.305 0.020  9.824 0.018  9.651 0.025 0
EP CYG    2454526.042 0.51 10.149 0.019  9.650 0.018  9.471 0.023 0
EP CYG    2454546.922 0.38 10.035 0.019  9.572 0.017  9.407 0.023 0
EP CYG    2454553.887 0.00 10.057 0.019  9.681 0.018  9.504 0.024 0
EP CYG    2454560.878 0.63 10.163 0.019  9.674 0.018  9.503 0.024 0
EP CYG    2454574.853 0.89 10.321 0.020  9.856 0.019  9.679 0.025 0
EP CYG    2454629.761 0.69 10.227 0.020  9.730 0.018  9.530 0.024 0
EP CYG    2454667.874 0.58 10.142 0.019  9.637 0.018  9.585 0.024 4
EP CYG    2454725.732 0.07 10.020 0.019  9.652 0.018  9.535 0.024 0
EP CYG    2454729.784 0.01 10.043 0.019  9.672 0.018  9.539 0.024 0
EP CYG    2454739.688 0.32 10.051 0.019  9.607 0.017  9.478 0.023 0
EP CYG    2454746.683 0.95 10.221 0.020  9.789 0.018  9.633 0.025 0
EP CYG    2454754.612 0.80 10.310 0.020  9.802 0.018  9.671 0.025 0
EP CYG    2454757.758 0.54 10.144 0.019  9.642 0.018  9.466 0.023 0
EP CYG    2454758.676 0.75 10.249 0.020  9.775 0.018  9.612 0.024 0
ER AUR    2454488.628 0.30  8.994 0.015  8.565 0.014  8.434 0.018 0
ER AUR    2454489.641 0.36  9.011 0.015  8.555 0.014  8.392 0.018 0
ER AUR    2454492.653 0.56  9.059 0.015  8.560 0.014  8.382 0.018 0
ER AUR    2454515.661 0.02  9.178 0.015  8.704 0.014  8.509 0.018 0
ER AUR    2454516.621 0.08  9.096 0.015  8.657 0.014  8.517 0.018 0
ER AUR    2454520.713 0.34  9.000 0.015  8.559 0.014  8.401 0.018 0
ER AUR    2454550.738 0.26  8.970 0.015  8.547 0.013  8.378 0.018 0
ER AUR    2454560.708 0.89  9.158 0.015  8.633 0.014  8.493 0.018 0
ER AUR    2454734.932 1.00  9.163 0.015  8.665 0.014  8.515 0.018 0
ER AUR    2454737.932 0.19  9.028 0.015  8.591 0.014  8.452 0.018 0
ER AUR    2454738.914 0.25  8.961 0.015  8.536 0.013  8.443 0.018 0
ER AUR    2454741.939 0.44  8.996 0.015  8.526 0.013  8.395 0.018 0
ER AUR    2454746.932 0.76  9.116 0.015  8.586 0.014  8.452 0.018 0
ER AUR    2454747.891 0.82  9.152 0.015  8.616 0.014  8.486 0.018 0
ER AUR    2454756.927 0.40  8.995 0.015  8.550 0.014  8.443 0.018 0
ER AUR    2454758.925 0.53  9.013 0.015  8.539 0.013  8.389 0.018 0
ER AUR    2454760.978 0.66  9.062 0.015  8.562 0.014  8.422 0.018 0
ER AUR    2454765.817 0.97  9.164 0.015  8.653 0.014  8.514 0.018 0
ER AUR    2454766.942 0.04  9.170 0.015  8.682 0.014  8.519 0.018 0
ER AUR    2454768.872 0.16  9.057 0.015  8.601 0.014  8.467 0.018 0
EZ CYG    2454519.016 0.96  8.296 0.015  7.802 0.013  7.627 0.017 0
EZ CYG    2454560.925 0.56  8.226 0.015  7.619 0.013  7.439 0.017 0
EZ CYG    2454578.934 0.10  8.083 0.014  7.635 0.013  7.465 0.017 0
EZ CYG    2454579.858 0.18  8.050 0.014  7.574 0.013  7.403 0.017 0
EZ CYG    2454580.847 0.27  8.042 0.014  7.533 0.013  7.355 0.017 0
EZ CYG    2454584.848 0.61  8.272 0.015  7.676 0.013  7.511 0.017 0
EZ CYG    2454638.906 0.24  8.056 0.014  7.547 0.013  7.414 0.017 0
EZ CYG    2454639.766 0.32  8.086 0.014  7.529 0.013  7.382 0.017 0
EZ CYG    2454641.951 0.51  8.172 0.015  7.576 0.013  7.446 0.017 0
EZ CYG    2454643.826 0.67  8.331 0.015  7.723 0.013  7.590 0.017 0
EZ CYG    2454661.857 0.21  8.043 0.014  7.563 0.013  7.437 0.017 0
EZ CYG    2454663.688 0.37  8.080 0.014  7.521 0.013  7.346 0.017 0
EZ CYG    2454725.674 0.69  8.352 0.015  7.732 0.013  7.569 0.017 0
EZ CYG    2454726.751 0.78  8.372 0.015  7.795 0.013  7.610 0.017 0
EZ CYG    2454729.794 0.04  8.174 0.015  7.703 0.013  7.551 0.017 0
EZ CYG    2454732.752 0.29  8.051 0.014  7.531 0.013  7.370 0.017 0
EZ CYG    2454739.681 0.89  8.316 0.015  7.804 0.013  7.651 0.017 0
EZ CYG    2454742.733 0.15  8.044 0.014  7.591 0.013  7.442 0.017 0
EZ CYG    2454757.593 0.42  8.107 0.014  7.533 0.013  7.404 0.017 0
EZ CYG    2454762.581 0.85  8.332 0.015  7.824 0.013  7.635 0.017 0
FM AQL    2454517.045 0.25  5.623 0.013  5.136 0.012  4.985 0.016 0
FM AQL    2454574.895 0.72  5.820 0.013  5.294 0.012  5.124 0.016 0
FM AQL    2454577.890 0.21  5.582 0.013  5.109 0.012  4.949 0.016 0
FM AQL    2454579.949 0.54  5.701 0.013  5.193 0.012  5.023 0.016 0
FM AQL    2454584.903 0.35  5.616 0.013  5.150 0.012  5.015 0.016 0
FM AQL    2454585.906 0.52  5.705 0.013  5.200 0.012  5.040 0.016 0
FM AQL    2454586.865 0.67  5.786 0.013  5.278 0.012  5.113 0.016 0
FM AQL    2454611.875 0.76  5.845 0.013  5.320 0.012  5.154 0.016 0
FM AQL    2454616.779 0.57  5.718 0.013  5.223 0.012  5.049 0.016 0
FM AQL    2454619.888 0.07  5.546 0.013  5.142 0.012  4.998 0.016 0
FM AQL    2454643.793 0.98  5.605 0.013  5.201 0.012  5.040 0.016 0
FM AQL    2454658.866 0.45  5.662 0.013  5.161 0.012  5.040 0.016 0
FM AQL    2454661.680 0.91  5.691 0.013  5.260 0.012  5.040 0.016 0
FM AQL    2454731.685 0.36  5.599 0.013  5.115 0.012  4.962 0.016 0
FM AQL    2454732.700 0.53  5.686 0.013  5.184 0.012  5.021 0.016 0
FM AQL    2454734.654 0.84  5.781 0.013  5.312 0.012  5.161 0.016 0
FM AQL    2454735.662 0.01  5.532 0.013  5.158 0.012  5.042 0.016 0
FM AQL    2454742.673 0.16  5.544 0.013  5.100 0.012  4.983 0.016 0
FM AQL    2454746.648 0.81  5.808 0.013  5.325 0.012  5.163 0.016 0
FM AQL    2454748.577 0.12  5.564 0.013  5.119 0.012  5.025 0.016 0
FM AQL    2454753.594 0.94  5.629 0.013  5.225 0.012  5.067 0.016 0
FM AQL    2454762.561 0.41  5.639 0.013  5.184 0.012  4.984 0.016 0
FM AQL    2454767.587 0.23  5.567 0.013  5.124 0.012  4.982 0.016 0
FM CAS    2454482.689 0.99  7.079 0.013  6.717 0.012  6.606 0.016 0
FM CAS    2454639.902 0.05  7.067 0.013  6.698 0.012  6.580 0.016 0
FM CAS    2454660.893 0.66  7.281 0.013  6.829 0.012  6.720 0.016 0
FM CAS    2454660.904 0.67  7.261 0.013  6.832 0.012  6.691 0.016 0
FM CAS    2454661.961 0.85  7.223 0.013  6.849 0.012  6.758 0.016 0
FM CAS    2454662.935 0.02  7.063 0.013  6.698 0.012  6.586 0.016 0
FM CAS    2454663.889 0.18  7.074 0.013  6.684 0.012  6.526 0.016 0
FM CAS    2454729.938 0.55  7.175 0.013  6.733 0.012  6.632 0.016 0
FM CAS    2454731.945 0.90  7.152 0.013  6.804 0.012  6.684 0.016 0
FM CAS    2454734.853 0.40  7.107 0.013  6.668 0.012  6.561 0.016 0
FM CAS    2454736.921 0.75  7.280 0.013  6.852 0.012  6.743 0.016 0
FM CAS    2454739.876 0.26  7.073 0.013  6.660 0.012  6.529 0.016 0
FM CAS    2454746.806 0.45  7.135 0.013  6.690 0.012  6.582 0.016 0
FM CAS    2454747.785 0.62  7.229 0.013  6.782 0.012  6.667 0.016 0
FM CAS    2454748.827 0.80  7.253 0.013  6.853 0.012  6.743 0.016 0
FM CAS    2454753.698 0.64  7.247 0.013  6.796 0.012  6.664 0.016 0
FM CAS    2454757.729 0.33  7.088 0.013  6.672 0.012  6.558 0.016 0
FM CAS    2454758.741 0.51  7.139 0.013  6.706 0.012  6.609 0.016 0
FM CAS    2454763.667 0.36  7.090 0.013  6.673 0.012  6.532 0.016 0
FM CAS    2454765.763 0.72  7.266 0.013  6.846 0.012  6.715 0.016 0
FM CAS    2454766.654 0.87  7.185 0.013  6.844 0.012  6.744 0.016 0
FM CAS    2454766.931 0.92  7.137 0.013  6.767 0.012  6.686 0.016 0
FM CAS    2454767.615 0.04  7.052 0.013  6.698 0.012  6.595 0.016 0
FN AQL    2454574.906 0.21  5.839 0.013  5.395 0.012  5.234 0.016 0
FN AQL    2454577.900 0.52  6.059 0.013  5.538 0.012  5.346 0.016 0
FN AQL    2454579.961 0.74  6.036 0.013  5.602 0.012  5.478 0.016 0
FN AQL    2454586.875 0.47  6.000 0.013  5.468 0.012  5.327 0.016 0
FN AQL    2454611.888 0.11  5.824 0.013  5.376 0.012  5.295 0.016 0
FN AQL    2454616.817 0.63  6.074 0.013  5.584 0.012  5.408 0.016 0
FN AQL    2454619.880 0.95  5.900 0.013  5.481 0.012  5.351 0.016 0
FN AQL    2454627.848 0.79  6.009 0.013  5.549 0.012  5.387 0.016 0
FN AQL    2454629.794 0.99  5.875 0.013  5.438 0.012  5.335 0.016 0
FN AQL    2454639.721 0.04  5.891 0.013  5.439 0.012  5.332 0.016 0
FN AQL    2454641.845 0.27  5.884 0.013  5.370 0.012  5.192 0.016 0
FN AQL    2454661.691 0.36  5.927 0.013  5.410 0.012  5.218 0.016 0
FN AQL    2454663.802 0.58  6.060 0.013  5.552 0.012  5.356 0.016 0
FN AQL    2454724.723 0.01  5.878 0.013  5.443 0.012  5.326 0.016 0
FN AQL    2454732.691 0.85  5.986 0.013  5.530 0.012  5.403 0.016 0
FN AQL    2454735.658 0.16  5.840 0.013  5.380 0.012  5.252 0.016 0
FN AQL    2454740.618 0.68  6.047 0.013  5.572 0.012  5.440 0.016 0
FN AQL    2454742.657 0.90  5.952 0.013  5.522 0.012  5.391 0.016 0
FN AQL    2454746.639 0.32  5.887 0.013  5.384 0.012  5.250 0.016 0
GH CYG    2454553.943 0.16  7.416 0.014  6.879 0.013  6.683 0.016 0
GH CYG    2454560.921 0.05  7.338 0.014  6.807 0.013  6.606 0.016 0
GH CYG    2454578.929 0.35  7.377 0.014  6.908 0.013  6.716 0.016 0
GH CYG    2454620.831 0.71  7.157 0.014  6.708 0.013  6.526 0.016 0
GH CYG    2454629.740 0.85  7.206 0.014  6.724 0.013  6.539 0.016 0
GH CYG    2454638.851 0.02  7.289 0.014  6.775 0.013  6.612 0.016 0
GH CYG    2454660.647 0.81  7.164 0.014  6.698 0.013  6.573 0.016 0
GH CYG    2454661.851 0.96  7.264 0.014  6.748 0.013  6.574 0.016 0
GH CYG    2454663.969 0.23  7.423 0.014  6.912 0.013  6.751 0.016 0
GH CYG    2454725.724 0.13  7.381 0.014  6.844 0.013  6.683 0.016 0
GH CYG    2454726.745 0.26  7.433 0.014  6.915 0.013  6.718 0.016 0
GH CYG    2454731.717 0.90  7.226 0.014  6.739 0.013  6.552 0.016 0
GH CYG    2454736.797 0.55  7.147 0.014  6.730 0.013  6.553 0.016 0
GH CYG    2454754.604 0.83  7.160 0.014  6.696 0.013  6.546 0.016 0
GH CYG    2454757.584 0.21  7.434 0.014  6.904 0.013  6.722 0.016 0
GH CYG    2454759.669 0.47  7.160 0.014  6.768 0.013  6.624 0.016 0
GH CYG    2454767.715 0.50  7.149 0.014  6.750 0.013  6.577 0.016 0
GH CYG    2454768.684 0.63  7.134 0.014  6.732 0.013  6.583 0.016 0
GQ VUL    2454578.989 0.91  8.821 0.015  8.086 0.013  7.793 0.017 0
GQ VUL    2454579.887 0.98  8.707 0.015  8.014 0.013  7.741 0.017 0
GQ VUL    2454580.915 0.07  8.493 0.015  7.855 0.013  7.582 0.017 0
GQ VUL    2454584.877 0.38  8.577 0.015  7.820 0.013  7.533 0.017 0
GQ VUL    2454585.879 0.46  8.640 0.015  7.852 0.013  7.572 0.017 0
GQ VUL    2454611.859 0.51  8.688 0.015  7.858 0.013  7.583 0.017 0
GQ VUL    2454620.871 0.23  8.546 0.015  7.824 0.013  7.557 0.017 0
GQ VUL    2454624.821 0.54  8.715 0.015  7.873 0.013  7.624 0.017 0
GQ VUL    2454627.937 0.78  8.878 0.015  8.086 0.013  7.818 0.017 0
GQ VUL    2454629.861 0.94  8.814 0.015  8.073 0.013  7.763 0.017 0
GQ VUL    2454638.886 0.65  8.834 0.015  7.999 0.013  7.758 0.017 0
GQ VUL    2454639.752 0.72  8.892 0.015  8.053 0.013  7.757 0.017 0
GQ VUL    2454643.817 0.04  8.491 0.015  7.873 0.013  7.620 0.017 0
GQ VUL    2454663.664 0.61  8.783 0.015  7.952 0.013  7.646 0.017 0
GQ VUL    2454726.686 0.59  8.766 0.015  7.947 0.013  7.677 0.017 0
GQ VUL    2454729.697 0.83  8.856 0.015  8.098 0.013  7.824 0.017 0
GQ VUL    2454732.730 0.07  8.482 0.015  7.849 0.013  7.599 0.017 0
GQ VUL    2454735.703 0.31  8.531 0.015  7.786 0.013  7.541 0.017 0
GQ VUL    2454747.708 0.26  8.534 0.015  7.801 0.013  7.558 0.017 0
GQ VUL    2454748.629 0.33  8.550 0.015  7.792 0.013  7.528 0.017 0
GQ VUL    2454755.614 0.88  8.819 0.015  8.080 0.013  7.807 0.017 0
GQ VUL    2454766.623 0.75  8.890 0.015  8.094 0.013  7.843 0.017 0
GX SGE    2454517.029 0.83  8.383 0.015  7.725 0.013  7.514 0.017 0
GX SGE    2454519.041 0.99  8.145 0.015  7.515 0.013  7.303 0.017 0
GX SGE    2454526.026 0.53  8.427 0.015  7.659 0.013  7.426 0.017 0
GX SGE    2454546.991 0.16  8.124 0.015  7.435 0.013  7.191 0.017 0
GX SGE    2454553.915 0.69  8.436 0.015  7.741 0.013  7.478 0.017 0
GX SGE    2454560.906 0.23  8.147 0.015  7.425 0.013  7.153 0.017 0
GX SGE    2454574.876 0.32  8.194 0.015  7.450 0.013  7.164 0.017 0
GX SGE    2454578.995 0.64  8.471 0.015  7.720 0.013  7.452 0.017 0
GX SGE    2454579.899 0.71  8.432 0.015  7.753 0.013  7.502 0.017 0
GX SGE    2454584.888 0.10  8.112 0.015  7.461 0.013  7.215 0.017 0
GX SGE    2454585.891 0.17  8.119 0.015  7.424 0.013  7.167 0.017 0
GX SGE    2454611.867 0.19  8.122 0.015  7.407 0.013  7.145 0.017 0
GX SGE    2454616.762 0.57  8.458 0.015  7.671 0.013  7.414 0.017 0
GX SGE    2454617.944 0.66  8.461 0.015  7.731 0.013  7.462 0.017 0
GX SGE    2454619.915 0.81  8.413 0.015  7.736 0.013  7.507 0.017 0
GX SGE    2454620.886 0.89  8.168 0.015  7.566 0.013  7.322 0.017 0
GX SGE    2454624.807 0.19  8.115 0.015  7.397 0.013  7.151 0.017 0
GX SGE    2454627.927 0.43  8.316 0.015  7.533 0.013  7.273 0.017 0
GX SGE    2454661.773 0.06  8.125 0.015  7.479 0.013  7.249 0.017 0
GX SGE    2454662.717 0.13  8.099 0.015  7.425 0.013  7.141 0.017 0
GX SGE    2454724.756 0.94  8.137 0.015  7.536 0.013  7.286 0.017 0
GX SGE    2454725.588 0.00  8.106 0.015  7.473 0.013  7.209 0.017 0
GX SGE    2454735.679 0.78  8.425 0.015  7.739 0.013  7.494 0.017 0
GX SGE    2454756.595 0.41  8.281 0.015  7.527 0.013  7.278 0.017 0
GX SGE    2454763.688 0.95  8.125 0.015  7.538 0.013  7.275 0.017 0
GX SGE    2454767.672 0.26  8.156 0.015  7.418 0.013  7.161 0.017 0
GX SGE    2454768.675 0.34  8.214 0.015  7.464 0.013  7.208 0.017 0
GY SGE    2454517.033 0.73  5.540 0.013  4.850 0.014  4.667 0.016 0
GY SGE    2454519.044 0.77  5.538 0.013  4.880 0.014  4.602 0.016 0
GY SGE    2454526.030 0.90  5.485 0.013  4.843 0.014  4.547 0.016 0
GY SGE    2454553.919 0.44  5.582 0.013  4.840 0.014  4.592 0.016 0
GY SGE    2454560.911 0.58  5.691 0.013  4.933 0.014  4.653 0.016 0
GY SGE    2454574.880 0.85  5.499 0.013  4.842 0.014  4.639 0.016 0
GY SGE    2454577.886 0.90  5.472 0.013  4.841 0.014  4.502 0.016 0
GY SGE    2454578.999 0.93  5.459 0.013  4.805 0.014  4.515 0.016 0
GY SGE    2454579.904 0.94  5.470 0.013  4.810 0.014  4.546 0.016 0
GY SGE    2454584.893 0.04  5.429 0.013  4.709 0.014  4.555 0.016 0
GY SGE    2454585.896 0.06  5.427 0.013  4.731 0.014  4.578 0.016 0
GY SGE    2454586.846 0.08  5.426 0.013  4.731 0.014  4.469 0.016 0
GY SGE    2454616.774 0.66  5.684 0.013  4.958 0.014  4.700 0.016 0
GY SGE    2454617.939 0.68  5.655 0.013  4.946 0.014  4.641 0.016 0
GY SGE    2454619.908 0.72  5.610 0.013  4.963 0.014  4.796 0.016 4
GY SGE    2454624.812 0.81  5.500 0.013  4.870 0.014  4.543 0.016 0
GY SGE    2454639.730 0.10  5.472 0.013  4.757 0.014  4.441 0.016 0
GY SGE    2454641.818 0.14  5.418 0.013  4.723 0.014  4.440 0.016 0
GY SGE    2454643.808 0.18  5.445 0.013  4.673 0.014  4.447 0.016 0
GY SGE    2454658.680 0.47  5.621 0.013  4.896 0.014  4.622 0.016 0
GY SGE    2454660.783 0.51  5.632 0.013  4.870 0.014  4.634 0.016 0
GY SGE    2454661.768 0.53  5.666 0.013  4.906 0.014  4.676 0.016 0
GY SGE    2454724.762 0.74  5.599 0.013  4.947 0.014  4.630 0.016 0
GY SGE    2454725.579 0.76  5.572 0.013  4.903 0.014  4.536 0.016 0
GY SGE    2454734.670 0.93  5.449 0.013  4.804 0.014  4.550 0.016 0
GY SGE    2454735.686 0.95  5.427 0.013  4.772 0.014  4.533 0.016 0
GY SGE    2454740.652 0.05  5.433 0.013  4.738 0.014  4.448 0.016 0
GY SGE    2454747.607 0.18  5.432 0.013  4.717 0.014  4.448 0.016 0
GY SGE    2454748.590 0.20  5.468 0.013  4.741 0.014  4.455 0.016 0
GY SGE    2454753.599 0.30  5.494 0.013  4.759 0.014  4.493 0.016 0
GY SGE    2454754.583 0.32  5.503 0.013  4.766 0.014  4.506 0.016 0
GY SGE    2454755.636 0.34  5.530 0.013  4.744 0.014  4.494 0.016 0
GY SGE    2454759.589 0.42  5.581 0.013  4.902 0.014  4.505 0.016 0
GY SGE    2454766.615 0.55  5.711 0.013  4.943 0.014  4.679 0.016 0
GY SGE    2454767.663 0.57  5.706 0.013  4.980 0.014  4.674 0.016 0
GY SGE    2454768.604 0.59  5.713 0.013  5.005 0.014  4.680 0.016 0
HZ PER    2454488.555 0.98  9.246 0.016  8.469 0.014  8.217 0.018 0
HZ PER    2454489.576 0.07  9.060 0.016  8.341 0.014  8.063 0.018 0
HZ PER    2454492.596 0.34  9.000 0.016  8.155 0.014  7.950 0.018 0
HZ PER    2454515.791 0.40  9.016 0.016  8.202 0.014  7.918 0.018 0
HZ PER    2454516.586 0.47  9.062 0.016  8.235 0.014  7.914 0.018 0
HZ PER    2454520.783 0.84  9.291 0.016  8.512 0.014  8.197 0.018 0
HZ PER    2454529.577 0.62  9.212 0.016  8.322 0.014  8.025 0.018 0
HZ PER    2454726.951 0.12  9.009 0.016  8.286 0.014  8.025 0.018 0
HZ PER    2454732.947 0.65  9.231 0.016  8.364 0.014  8.044 0.018 0
HZ PER    2454735.902 0.91  9.305 0.016  8.508 0.014  8.185 0.018 0
HZ PER    2454736.983 0.01  9.132 0.016  8.414 0.014  8.130 0.018 0
HZ PER    2454738.880 0.18  8.998 0.016  8.248 0.014  7.965 0.018 0
HZ PER    2454739.933 0.27  8.974 0.016  8.184 0.014  7.911 0.018 0
HZ PER    2454741.030 0.37  9.007 0.016  8.177 0.014  7.853 0.018 0
HZ PER    2454753.874 0.51  9.083 0.016  8.219 0.014  7.939 0.018 0
HZ PER    2454754.807 0.59  9.160 0.016  8.305 0.014  8.025 0.018 0
HZ PER    2454755.850 0.68  9.272 0.016  8.386 0.014  8.102 0.018 0
HZ PER    2454756.902 0.77  9.308 0.016  8.486 0.014  8.176 0.018 0
HZ PER    2454758.801 0.94  9.281 0.016  8.493 0.014  8.228 0.018 0
HZ PER    2454761.022 0.14  8.999 0.016  8.279 0.014  7.976 0.018 0
HZ PER    2454762.818 0.30  8.973 0.016  8.194 0.014  7.903 0.018 0
HZ PER    2454767.846 0.74  9.306 0.016  8.455 0.014  8.144 0.018 0
KX CYG    2454546.941 0.70  6.828 0.014  5.885 0.012  5.542 0.016 0
KX CYG    2454553.953 0.05  7.040 0.014  6.180 0.012  5.805 0.016 0
KX CYG    2454560.989 0.40  6.677 0.014  5.864 0.012  5.489 0.016 0
KX CYG    2454574.831 0.09  7.073 0.014  6.205 0.012  5.843 0.016 0
KX CYG    2454575.834 0.14  7.047 0.014  6.211 0.012  5.845 0.016 0
KX CYG    2454579.823 0.34  6.704 0.014  5.910 0.012  5.531 0.016 0
KX CYG    2454584.811 0.59  6.717 0.014  5.841 0.012  5.464 0.016 0
KX CYG    2454585.822 0.64  6.757 0.014  5.847 0.012  5.479 0.016 0
KX CYG    2454586.807 0.69  6.806 0.014  5.890 0.012  5.521 0.016 0
KX CYG    2454617.733 0.23  6.731 0.014  5.978 0.012  5.644 0.016 0
