          20          19
   0.00000      0.200000E-01  0.500000E-01  0.800000E-01  0.100000      0.120000      0.140000      0.160000      0.180000      0.210000      0.240000      0.300000      0.350000      0.400000      0.450000      0.500000      0.600000      0.800000       1.00000    
    1 -0.655942     -0.799722     -0.654341     -0.763829     -0.632682     -0.764630     -0.655412     -0.735090     -0.619847     -0.649909     -0.592349     -0.594907     -0.630402     -0.718355     -0.588405     -0.672979     -0.609008     -0.627998     -0.554410     -0.614496     -0.628768     -0.628950     -0.623684     -0.613905     -0.544173     -0.604604     -0.497264     -0.567186     -0.589677     -0.518845     -0.506730     -0.523100     -0.555832     -0.558547     -0.463970     -0.533296     -0.728138     -0.369557    
    2  0.432002E-01 -0.940700E-02  0.238339E-01 -0.128259E-01  0.284361E-01  0.522758E-01  0.387797E-01  0.870908E-01  0.370107E-01  0.105591      0.624150E-01  0.113338      0.995007E-01  0.150718      0.928870E-01  0.148205      0.123759      0.146580      0.116476      0.163426      0.111485      0.152210      0.134572      0.184441      0.134895      0.207653      0.126971      0.203524      0.160084      0.189327      0.160751      0.205684      0.202076      0.233253      0.219212      0.165074      0.155748      0.480735E-01
    3  0.166285E-01  0.658372E-01  0.490282E-01  0.632282E-01  0.848944E-01  0.204126E-01  0.100069     -0.394984E-02  0.831105E-01 -0.183213E-01  0.738246E-01 -0.425646E-01  0.713130E-01 -0.695868E-01  0.664448E-01 -0.713040E-01  0.428375E-01 -0.724909E-01  0.352813E-01 -0.881474E-01  0.147291E-01 -0.878087E-01 -0.176055E-01 -0.121441     -0.229250E-01 -0.141947     -0.488992E-01 -0.146612     -0.749808E-01 -0.101413     -0.861785E-01 -0.130716     -0.121400     -0.972745E-01 -0.102553     -0.392145E-01 -0.824337E-01 -0.219080E-01
    4  0.395908E-02 -0.288813E-01 -0.146646E-01 -0.365181E-01 -0.571351E-01 -0.255568E-01 -0.722966E-01 -0.137356E-01 -0.707481E-01  0.202459E-03 -0.786733E-01  0.299681E-01 -0.811885E-01  0.510967E-01 -0.777449E-01  0.519542E-01 -0.688723E-01  0.546710E-01 -0.553050E-01  0.649133E-01 -0.297407E-01  0.702476E-01  0.921287E-02  0.911138E-01  0.118883E-01  0.992347E-01  0.361101E-01  0.984007E-01  0.520550E-01  0.568479E-01  0.600101E-01  0.641699E-01  0.636452E-01  0.326543E-01  0.460047E-01  0.127687E-01  0.307528E-01 -0.192792E-02
    5 -0.588958E-02  0.805280E-02 -0.527408E-02  0.141425E-01  0.184886E-01  0.202359E-01  0.307572E-01  0.160103E-01  0.433117E-01  0.178895E-02  0.593828E-01 -0.203979E-01  0.651255E-01 -0.351191E-01  0.626815E-01 -0.385393E-01  0.584499E-01 -0.415018E-01  0.450025E-01 -0.498771E-01  0.245785E-01 -0.560399E-01 -0.374287E-02 -0.620220E-01 -0.866478E-02 -0.661539E-01 -0.252950E-01 -0.587205E-01 -0.326407E-01 -0.314272E-01 -0.412765E-01 -0.325191E-01 -0.358445E-01 -0.146529E-01 -0.244004E-01 -0.219827E-03 -0.171149E-01  0.753259E-02
    6  0.735751E-02  0.151437E-02  0.108406E-01 -0.597818E-03  0.881176E-03 -0.120952E-01 -0.896920E-02 -0.148726E-01 -0.222054E-01 -0.694546E-02 -0.361355E-01  0.637088E-02 -0.427855E-01  0.203697E-01 -0.375377E-01  0.248415E-01 -0.362429E-01  0.292452E-01 -0.298696E-01  0.362786E-01 -0.134187E-01  0.367327E-01  0.823001E-02  0.391658E-01  0.864456E-02  0.392311E-01  0.177806E-01  0.327839E-01  0.193707E-01  0.147142E-01  0.238908E-01  0.158014E-01  0.170977E-01  0.268502E-02  0.732962E-02 -0.181556E-02  0.110722E-02 -0.526946E-02
    7 -0.615025E-02 -0.394491E-02 -0.850826E-02 -0.341844E-02 -0.520834E-02  0.160631E-02 -0.119529E-02  0.530327E-02  0.672641E-02  0.632482E-02  0.188949E-01 -0.155966E-03  0.276493E-01 -0.692880E-02  0.242673E-01 -0.114773E-01  0.239226E-01 -0.194675E-01  0.200907E-01 -0.248431E-01  0.841013E-02 -0.258052E-01 -0.484612E-02 -0.230764E-01 -0.668139E-02 -0.247550E-01 -0.140120E-01 -0.183750E-01 -0.125135E-01 -0.618946E-02 -0.131713E-01 -0.652061E-02 -0.101961E-01  0.127229E-02 -0.509851E-02  0.156871E-02 -0.155899E-02  0.340767E-02
    8  0.418875E-02  0.347581E-02  0.559418E-02  0.353264E-02  0.684341E-02 -0.117669E-02  0.370616E-02 -0.264195E-02 -0.131136E-02 -0.379538E-02 -0.856785E-02 -0.386170E-02 -0.154250E-01 -0.594802E-03 -0.132497E-01  0.304511E-02 -0.147886E-01  0.943048E-02 -0.116087E-01  0.153384E-01 -0.602624E-02  0.162580E-01  0.269033E-02  0.152916E-01  0.489297E-02  0.175687E-01  0.466313E-02  0.120897E-01  0.397456E-02  0.272240E-02  0.526843E-02  0.160812E-02  0.330196E-02 -0.191076E-02  0.129898E-02 -0.855471E-03  0.118239E-02 -0.119689E-03
    9  0.190958E-03  0.254600E-04  0.396125E-03  0.133301E-03 -0.431256E-03  0.130463E-02 -0.138438E-02  0.655554E-03 -0.804515E-03  0.260134E-02  0.446812E-02  0.413136E-02  0.935569E-02  0.389682E-02  0.928157E-02  0.113784E-03  0.105330E-01 -0.473724E-02  0.838020E-02 -0.936335E-02  0.488625E-02 -0.108327E-01 -0.649915E-03 -0.102937E-01 -0.443194E-02 -0.121617E-01 -0.512907E-02 -0.869418E-02 -0.341507E-02 -0.434459E-02 -0.334049E-02 -0.314613E-02 -0.204772E-02 -0.157160E-02 -0.178107E-02 -0.876072E-03 -0.201496E-02  0.115218E-02
   10  0.704976E-03  0.614612E-03  0.185549E-02  0.108388E-02  0.232789E-02  0.245442E-02  0.122114E-02 -0.438507E-04  0.774446E-03 -0.266144E-02 -0.188637E-02 -0.421765E-02 -0.481875E-02 -0.402448E-02 -0.566586E-02 -0.152693E-02 -0.628825E-02  0.202732E-02 -0.486169E-02  0.633127E-02 -0.363152E-02  0.634667E-02  0.121149E-02  0.642939E-02  0.296816E-02  0.585399E-02  0.310427E-02  0.357944E-02  0.291377E-02 -0.569681E-03  0.309703E-02  0.848094E-03  0.253377E-02  0.165013E-02  0.224535E-02  0.191377E-02  0.227579E-03  0.683323E-03
   11 -0.463388E-03 -0.341031E-03 -0.526438E-03  0.202417E-03  0.131412E-02  0.391553E-03  0.140417E-02  0.465404E-03  0.119951E-04  0.154019E-02  0.186428E-03  0.324058E-02  0.185892E-02  0.320016E-02  0.111501E-02  0.209126E-02  0.108468E-02  0.119482E-02  0.116288E-02 -0.292164E-02  0.226135E-02 -0.403025E-02  0.595920E-04 -0.325614E-02 -0.121037E-02 -0.363536E-02 -0.132438E-02 -0.190778E-02 -0.265995E-03  0.618243E-04  0.353728E-03 -0.107642E-02  0.173390E-03 -0.171003E-02 -0.218709E-03 -0.174387E-02  0.282590E-03 -0.120480E-02
   12 -0.286117E-03  0.178882E-03  0.281155E-03  0.345085E-03  0.976452E-03  0.268403E-03 -0.290268E-03 -0.328774E-03 -0.149879E-03 -0.137134E-02 -0.419526E-03 -0.202536E-02  0.167177E-03 -0.309035E-02  0.109876E-03 -0.215526E-02 -0.774768E-04 -0.149961E-02 -0.321102E-03  0.827280E-03 -0.100842E-02  0.170357E-02 -0.424460E-03  0.212377E-02  0.673006E-03  0.134579E-02  0.551062E-03  0.678488E-03 -0.643427E-03  0.498556E-03  0.776745E-03  0.151570E-02  0.922222E-03  0.172289E-02  0.937853E-03  0.858983E-03  0.107965E-03  0.778857E-03
   13 -0.190860E-03 -0.288726E-03 -0.186578E-03 -0.263410E-04 -0.454411E-03  0.168604E-03  0.361006E-03 -0.481119E-03 -0.533067E-05 -0.543705E-03 -0.716795E-03  0.281435E-03 -0.165793E-02  0.540161E-03 -0.652385E-03  0.252844E-03  0.236475E-03  0.682704E-03 -0.876526E-03  0.318307E-03  0.114014E-03 -0.136426E-03 -0.118094E-02 -0.703117E-03 -0.104631E-02 -0.653483E-03 -0.151129E-02 -0.929784E-03 -0.948442E-03 -0.307044E-03 -0.158538E-02 -0.612182E-03 -0.102484E-02 -0.593022E-03 -0.503201E-03 -0.317635E-03 -0.739321E-03 -0.222925E-03
   14 -0.113362E-03 -0.314758E-04  0.155374E-03 -0.750370E-04  0.507096E-03  0.233318E-03  0.258722E-03 -0.443909E-03  0.767950E-03  0.122768E-03  0.489794E-03  0.139279E-03  0.750799E-03 -0.588923E-03  0.384834E-03 -0.308341E-03 -0.895593E-03 -0.360251E-03  0.987034E-04 -0.698548E-03 -0.385694E-03  0.978194E-04 -0.758867E-04 -0.186694E-03  0.389286E-03  0.793929E-03 -0.452409E-03  0.131942E-02 -0.105060E-02  0.745867E-03  0.155931E-03  0.910535E-03  0.404822E-03  0.671854E-03  0.224814E-03 -0.804180E-04 -0.992815E-04 -0.238098E-03
   15 -0.254223E-03 -0.177749E-03 -0.498513E-03 -0.286901E-03 -0.333492E-03 -0.281526E-03 -0.244222E-03  0.156247E-03 -0.344439E-03 -0.198571E-03 -0.571261E-03 -0.125782E-03 -0.997020E-03 -0.129461E-04 -0.766156E-03 -0.521055E-05 -0.279034E-03  0.431340E-03  0.467075E-04  0.339834E-03  0.717975E-03 -0.122470E-03  0.890911E-03 -0.673870E-03  0.497632E-03 -0.599100E-03  0.386064E-03 -0.245530E-03  0.488248E-03  0.112880E-03 -0.506751E-03 -0.588008E-04 -0.294241E-03  0.175759E-03 -0.337369E-03  0.146023E-03 -0.265129E-03 -0.440093E-04
   16 -0.560226E-04  0.128664E-04 -0.684102E-04  0.210099E-03 -0.167811E-03  0.414085E-03  0.171630E-03  0.160406E-04  0.296611E-03 -0.325057E-04  0.257561E-03 -0.132040E-03  0.260512E-03 -0.191302E-03  0.345648E-03  0.898746E-04  0.101209E-04  0.107977E-03  0.310995E-04  0.912763E-04 -0.670620E-03  0.504160E-03 -0.911252E-03  0.857899E-04 -0.114927E-02  0.357736E-03 -0.418660E-03 -0.213142E-04 -0.280702E-03 -0.286578E-03  0.309279E-03 -0.284863E-03  0.196097E-03  0.172750E-03 -0.100644E-03  0.867313E-05 -0.314764E-03  0.209728E-03
   17 -0.186283E-03 -0.141655E-03 -0.714522E-04 -0.157526E-03 -0.246024E-03 -0.108826E-03 -0.940462E-04  0.448854E-04  0.159348E-03 -0.144915E-03  0.124766E-03 -0.248306E-03  0.269076E-03 -0.165563E-03  0.432635E-04  0.506970E-04 -0.309506E-03 -0.946267E-04 -0.520583E-03  0.417906E-04  0.444386E-04  0.740123E-04  0.372262E-03 -0.949698E-04  0.402463E-03 -0.559715E-03  0.157323E-03 -0.240496E-03 -0.397469E-04  0.114238E-03 -0.602786E-03 -0.196809E-03 -0.230380E-03 -0.331057E-03 -0.616544E-04 -0.115960E-03 -0.267658E-03 -0.112219E-03
