0.110000  0.565252 -1.162918 -8.695608   1610.460508 0.329492 10.366983 9.291255 8.683001 8.117058 0.051897 0.026876 0.020763 0.099259 0.069019 0.045070 0.026697 0.020728 0.278055 0.167175 0.113772 0.085176 0.146836 0.202419 0.144691 0.105336 0.078849 0.152698 0.248458 0.296357 0.310154 0.336999 8.756562 -3.609242 -3.609242 -3.609242 -3.609242 0.016724 0.026840 0.024338 0.015080
0.115000  0.521800 -1.170575 -8.678081   1605.238473 0.334562 10.371379 9.295135 8.686667 8.120528 0.055139 0.029953 0.023800 0.102813 0.072373 0.048267 0.029773 0.023764 0.282786 0.171175 0.117421 0.088636 0.150702 0.206652 0.148544 0.108929 0.082268 0.156603 0.252994 0.301208 0.315096 0.342117 8.760229 -3.630105 -3.630105 -3.630105 -3.630105 0.019734 0.029917 0.027398 0.018079
0.120000  0.478539 -1.177313 -8.619802   1592.506675 0.339332 10.375557 9.298859 8.690203 8.123890 0.058300 0.032969 0.026781 0.106249 0.075634 0.051388 0.032788 0.026745 0.287258 0.175005 0.120941 0.091991 0.154414 0.210685 0.152243 0.112400 0.085586 0.160349 0.257295 0.305786 0.319754 0.346931 8.763765 -3.648158 -3.648158 -3.648158 -3.648158 0.022692 0.032933 0.030400 0.021027
0.125000  0.435669 -1.183142 -8.521569   1572.448591 0.343793 10.379506 9.302416 8.693596 8.127133 0.061370 0.035913 0.029695 0.109556 0.078790 0.054424 0.035732 0.029658 0.291461 0.178652 0.124321 0.095227 0.157960 0.214510 0.155778 0.115738 0.088790 0.163924 0.261350 0.310081 0.324119 0.351430 8.767158 -3.663440 -3.663440 -3.663440 -3.663440 0.025585 0.035877 0.033331 0.023912
0.130000  0.393388 -1.188070 -8.384490   1545.303121 0.347936 10.383216 9.305794 8.696836 8.130246 0.064336 0.038774 0.032529 0.112723 0.081829 0.057361 0.038591 0.032493 0.295386 0.182107 0.127549 0.098335 0.161328 0.218114 0.159137 0.118931 0.091871 0.167317 0.265149 0.314083 0.328179 0.355604 8.770398 -3.675988 -3.675988 -3.675988 -3.675988 0.028403 0.038737 0.036181 0.026723
0.135000  0.351887 -1.192103 -8.209975   1511.362461 0.351750 10.386676 9.308982 8.699911 8.133218 0.067188 0.041539 0.035273 0.115739 0.084740 0.060190 0.041356 0.035236 0.299022 0.185359 0.130615 0.101302 0.164509 0.221488 0.162311 0.121968 0.094816 0.170519 0.268682 0.317783 0.331927 0.359445 8.773474 -3.685832 -3.685832 -3.685832 -3.685832 0.031132 0.041502 0.038937 0.029447
0.140000  0.311348 -1.195245 -7.999730   1470.969548 0.355226 10.389876 9.311970 8.702812 8.136037 0.069914 0.044197 0.037915 0.118593 0.087512 0.062897 0.044014 0.037878 0.302359 0.188396 0.133509 0.104118 0.167492 0.224620 0.165288 0.124838 0.097615 0.173517 0.271940 0.321169 0.335350 0.362941 8.776374 -3.692997 -3.692997 -3.692997 -3.692997 0.033764 0.044161 0.041589 0.032074
0.145000  0.271946 -1.197498 -7.755738   1424.515159 0.358354 10.392806 9.314749 8.705527 8.138695 0.072504 0.046739 0.040445 0.121275 0.090135 0.065474 0.046555 0.040408 0.305388 0.191210 0.136219 0.106773 0.170266 0.227502 0.168058 0.127532 0.100258 0.176303 0.274911 0.324233 0.338441 0.366084 8.779089 -3.697501 -3.697501 -3.697501 -3.697501 0.036286 0.046702 0.044126 0.034592
0.150000  0.233843 -1.198864 -7.480252   1372.434646 0.361124 10.395456 9.317307 8.708047 8.141179 0.074949 0.049154 0.042852 0.123775 0.092600 0.067910 0.048969 0.042816 0.308097 0.193789 0.138736 0.109256 0.172822 0.230123 0.170611 0.130039 0.102733 0.178865 0.277586 0.326964 0.341188 0.368863 8.781609 -3.699357 -3.699357 -3.699357 -3.699357 0.038688 0.049117 0.046537 0.036993
0.155000  0.197191 -1.199341 -7.175768   1315.204382 0.363527 10.397816 9.319635 8.710362 8.143482 0.077237 0.051432 0.045128 0.126083 0.094895 0.070196 0.051248 0.045091 0.310479 0.196125 0.141050 0.111558 0.175149 0.232474 0.172937 0.132350 0.105033 0.181195 0.279955 0.329353 0.343583 0.371268 8.783924 -3.698570 -3.698570 -3.698570 -3.698570 0.040963 0.051395 0.048815 0.039267
0.160000  0.162129 -1.198926 -6.845016   1253.337925 0.365552 10.399878 9.321725 8.712463 8.145594 0.079362 0.053566 0.047264 0.128190 0.097014 0.072323 0.053381 0.047227 0.312523 0.198209 0.143152 0.113671 0.177240 0.234544 0.175029 0.134455 0.107148 0.183284 0.282009 0.331391 0.345615 0.373291 8.786026 -3.695138 -3.695138 -3.695138 -3.695138 0.043100 0.053529 0.050949 0.041404
0.165000  0.128780 -1.197613 -6.490927   1187.381941 0.367191 10.401633 9.323568 8.714343 8.147508 0.081314 0.055546 0.049251 0.130089 0.098947 0.074283 0.055362 0.049215 0.314220 0.200031 0.145035 0.115585 0.179085 0.236327 0.176876 0.136347 0.109070 0.185122 0.283740 0.333067 0.347276 0.374921 8.787905 -3.689053 -3.689053 -3.689053 -3.689053 0.045092 0.055509 0.052932 0.043398
0.170000  0.097253 -1.195396 -6.116620   1117.911927 0.368435 10.403071 9.325156 8.715993 8.149215 0.083087 0.057367 0.051084 0.131772 0.100687 0.076069 0.057183 0.051047 0.315561 0.201584 0.146689 0.117295 0.180677 0.237813 0.178472 0.138018 0.110791 0.186703 0.285138 0.334374 0.348557 0.376151 8.789555 -3.680300 -3.680300 -3.680300 -3.680300 0.046932 0.057330 0.054758 0.045241
0.175000  0.067642 -1.192265 -5.725370   1045.527740 0.369274 10.404186 9.326481 8.717406 8.150708 0.084674 0.059021 0.052754 0.133231 0.102228 0.077674 0.058838 0.052718 0.316539 0.202861 0.148110 0.118792 0.182008 0.238994 0.179810 0.139461 0.112306 0.188019 0.286196 0.335303 0.349448 0.376970 8.790968 -3.668857 -3.668857 -3.668857 -3.668857 0.048613 0.058984 0.056419 0.046928
0.180000  0.040022 -1.188210 -5.320583   970.848999 0.369702 10.404970 9.327539 8.718577 8.151984 0.086070 0.060504 0.054259 0.134462 0.103564 0.079094 0.060322 0.054222 0.317147 0.203854 0.149290 0.120072 0.183073 0.239865 0.180882 0.140671 0.113608 0.189063 0.286906 0.335846 0.349944 0.377372 8.792139 -3.654694 -3.654694 -3.654694 -3.654694 0.050132 0.060468 0.057911 0.048452
0.185000  0.014453 -1.183218 -4.905771   894.510351 0.369710 10.405417 9.328322 8.719500 8.153035 0.087270 0.061811 0.055592 0.135458 0.104690 0.080323 0.061630 0.055556 0.317376 0.204559 0.150224 0.121129 0.183865 0.240419 0.181683 0.141641 0.114692 0.189830 0.287262 0.335996 0.350035 0.377348 8.793062 -3.637777 -3.637777 -3.637777 -3.637777 0.051483 0.061775 0.059229 0.049810
0.190000  -0.009025 -1.177274 -4.484519   817.156661 0.369292 10.405521 9.328826 8.720170 8.153859 0.088270 0.062940 0.056752 0.136217 0.105603 0.081359 0.062759 0.056716 0.317220 0.204971 0.150908 0.121960 0.184381 0.240650 0.182210 0.142369 0.115555 0.190315 0.287258 0.335748 0.349715 0.376891 8.793732 -3.618066 -3.618066 -3.618066 -3.618066 0.052663 0.062904 0.060371 0.050998
0.195000  -0.030387 -1.170365 -4.060458   739.438130 0.368441 10.405277 9.329048 8.720586 8.154451 0.089069 0.063887 0.057735 0.136734 0.106300 0.082198 0.063707 0.057699 0.316675 0.205084 0.151339 0.122560 0.184615 0.240554 0.182457 0.142849 0.116193 0.190515 0.286889 0.335094 0.348979 0.375996 8.794147 -3.595514 -3.595514 -3.595514 -3.595514 0.053670 0.063851 0.061333 0.052016
0.200000  -0.049631 -1.162472 -3.637235   662.005387 0.367152 10.404682 9.328984 8.720743 8.154811 0.089663 0.064652 0.058542 0.137007 0.106779 0.082839 0.064473 0.058506 0.315735 0.204897 0.151514 0.122929 0.184566 0.240128 0.182422 0.143082 0.116605 0.190426 0.286149 0.334029 0.347822 0.374656 8.794304 -3.570071 -3.570071 -3.570071 -3.570071 0.054504 0.064616 0.062115 0.052860
0.205000  -0.066767 -1.153578 -3.218480   585.504568 0.365420 10.403731 9.328632 8.720640 8.154938 0.090054 0.065234 0.059171 0.137036 0.107039 0.083282 0.065057 0.059135 0.314396 0.204406 0.151432 0.123066 0.184230 0.239367 0.182103 0.143064 0.116790 0.190046 0.285037 0.332551 0.346237 0.372866 8.794201 -3.541681 -3.541681 -3.541681 -3.541681 0.055164 0.065198 0.062716 0.053533
0.210000  -0.081829 -1.143666 -2.807780   510.572409 0.363241 10.402424 9.327992 8.720277 8.154830 0.090242 0.065634 0.059623 0.136820 0.107080 0.083527 0.065459 0.059588 0.312656 0.203611 0.151092 0.122969 0.183609 0.238272 0.181499 0.142796 0.116747 0.189374 0.283549 0.330654 0.344223 0.370624 8.793838 -3.510288 -3.510288 -3.510288 -3.510288 0.055651 0.065599 0.063139 0.054034
0.215000  -0.094864 -1.132716 -2.408645   437.831398 0.360613 10.400757 9.327063 8.719655 8.154490 0.090227 0.065856 0.059902 0.136359 0.106904 0.083577 0.065682 0.059867 0.310512 0.202511 0.150495 0.122641 0.182700 0.236840 0.180611 0.142278 0.116479 0.188410 0.281684 0.328338 0.341777 0.367925 8.793216 -3.475830 -3.475830 -3.475830 -3.475830 0.055968 0.065821 0.063384 0.054366
0.220000  -0.105940 -1.120710 -2.024483   367.884985 0.357533 10.398733 9.325847 8.718776 8.153919 0.090014 0.065900 0.060010 0.135657 0.106514 0.083434 0.065728 0.059975 0.307963 0.201107 0.149642 0.122084 0.181506 0.235072 0.179439 0.141513 0.115987 0.187156 0.279441 0.325600 0.338897 0.364767 8.792336 -3.438244 -3.438244 -3.438244 -3.438244 0.056117 0.065866 0.063454 0.054533
0.225000  -0.115140 -1.107628 -1.658567   301.312896 0.354001 10.396351 9.324346 8.717641 8.153121 0.089604 0.065773 0.059951 0.134715 0.105912 0.083102 0.065602 0.059917 0.305010 0.199401 0.148537 0.121301 0.180029 0.232970 0.177986 0.140502 0.115275 0.185613 0.276820 0.322441 0.335583 0.361151 8.791200 -3.397468 -3.397468 -3.397468 -3.397468 0.056104 0.065738 0.063355 0.054538
0.230000  -0.122562 -1.093452 -1.314008   238.666584 0.350018 10.393612 9.322563 8.716254 8.152099 0.089004 0.065478 0.059730 0.133537 0.105103 0.082585 0.065310 0.059697 0.301653 0.197396 0.147183 0.120295 0.178272 0.230535 0.176255 0.139251 0.114346 0.183784 0.273824 0.318861 0.331835 0.357076 8.789814 -3.353438 -3.353438 -3.353438 -3.353438 0.055932 0.065444 0.063091 0.054386
0.235000  -0.128320 -1.078163 -0.993733   180.464826 0.345583 10.390521 9.320501 8.714621 8.150859 0.088219 0.065021 0.059355 0.132130 0.104093 0.081890 0.064856 0.059321 0.297895 0.195095 0.145584 0.119072 0.176239 0.227771 0.174250 0.137763 0.113207 0.181674 0.270455 0.314862 0.327654 0.352542 8.788180 -3.306092 -3.306092 -3.306092 -3.306092 0.055610 0.064988 0.062669 0.054085
0.240000  -0.132544 -1.061746 -0.700455   127.189515 0.340701 10.387082 9.318167 8.712746 8.149407 0.087256 0.064411 0.058831 0.130497 0.102888 0.081022 0.064248 0.058798 0.293739 0.192504 0.143747 0.117639 0.173935 0.224683 0.171977 0.136045 0.111863 0.179287 0.266717 0.310448 0.323045 0.347554 8.786305 -3.255370 -3.255370 -3.255370 -3.255370 0.055143 0.064378 0.062094 0.053642
0.245000  -0.135374 -1.044184 -0.436653   79.281672 0.335374 10.383298 9.315566 8.710638 8.147750 0.086121 0.063654 0.058166 0.128648 0.101495 0.079991 0.063494 0.058134 0.289189 0.189629 0.141678 0.116002 0.171367 0.221275 0.169441 0.134104 0.110321 0.176630 0.262614 0.305621 0.318010 0.342114 8.784195 -3.201215 -3.201215 -3.201215 -3.201215 0.054539 0.063622 0.061376 0.053063
0.250000  -0.136963 -1.025463 -0.204550   37.137710 0.329608 10.379178 9.312706 8.708302 8.145896 0.084824 0.062760 0.057370 0.126588 0.099922 0.078804 0.062603 0.057339 0.284251 0.186476 0.139385 0.114169 0.168541 0.217555 0.166650 0.131946 0.108590 0.173710 0.258152 0.300389 0.312556 0.336227 8.781859 -3.143574 -3.143574 -3.143574 -3.143574 0.053808 0.062729 0.060522 0.052359
0.255000  -0.137475 -1.005570 -0.006092   1.105984 0.323409 10.374727 9.309595 8.705747 8.143853 0.083373 0.061737 0.056452 0.124327 0.098179 0.077470 0.061583 0.056421 0.278931 0.183053 0.136876 0.112149 0.165466 0.213529 0.163612 0.129582 0.106678 0.170535 0.253339 0.294757 0.306687 0.329900 8.779304 -3.082398 -3.082398 -3.082398 -3.082398 0.052959 0.061707 0.059543 0.051538
0.260000  -0.137083 -0.984496 0.157065   -28.516342 0.316784 10.369954 9.306242 8.702984 8.141632 0.081779 0.060597 0.055422 0.121875 0.096274 0.075999 0.060445 0.055392 0.273239 0.179370 0.134160 0.109952 0.162152 0.209207 0.160336 0.127019 0.104596 0.167114 0.248183 0.288732 0.300413 0.323139 8.776540 -3.017646 -3.017646 -3.017646 -3.017646 0.052003 0.060566 0.058448 0.050611
0.265000  -0.135966 -0.962233 0.283571   -51.486073 0.309742 10.364868 9.302655 8.700021 8.139242 0.080052 0.059348 0.054291 0.119240 0.094219 0.074403 0.059200 0.054261 0.267182 0.175436 0.131248 0.107587 0.158607 0.204598 0.156832 0.124268 0.102352 0.163457 0.242692 0.282325 0.293741 0.315953 8.773577 -2.949283 -2.949283 -2.949283 -2.949283 0.050948 0.059319 0.057248 0.049588
0.270000  -0.134310 -0.938775 0.372394   -67.616376 0.302293 10.359481 9.298848 8.696870 8.136694 0.078202 0.058003 0.053069 0.116435 0.092024 0.072691 0.057859 0.053040 0.260770 0.171261 0.128151 0.105066 0.154842 0.199712 0.153111 0.121341 0.099959 0.159574 0.236878 0.275544 0.286682 0.308353 8.770425 -2.877281 -2.877281 -2.877281 -2.877281 0.049808 0.057974 0.055955 0.048481
0.275000  -0.132306 -0.914120 0.422832   -76.778754 0.294448 10.353802 9.294829 8.693542 8.134001 0.076242 0.056574 0.051769 0.113471 0.089701 0.070875 0.056433 0.051741 0.254015 0.166857 0.124879 0.102401 0.150869 0.194561 0.149183 0.118248 0.097428 0.155477 0.230750 0.268401 0.279247 0.300348 8.767096 -2.801623 -2.801623 -2.801623 -2.801623 0.048594 0.056546 0.054579 0.047301
0.280000  -0.130146 -0.888270 0.434512   -78.904580 0.286218 10.347844 9.290612 8.690049 8.131173 0.074183 0.055071 0.050402 0.110360 0.087261 0.068968 0.054935 0.050375 0.246929 0.162235 0.121445 0.099602 0.146700 0.189156 0.145062 0.115001 0.094770 0.151178 0.224322 0.260908 0.271447 0.291952 8.763602 -2.722299 -2.722299 -2.722299 -2.722299 0.047317 0.055044 0.053133 0.046061
0.285000  -0.128026 -0.861229 0.407403   -73.986142 0.277618 10.341620 9.286210 8.686404 8.128223 0.072038 0.053508 0.048981 0.107113 0.084718 0.066982 0.053375 0.048955 0.239525 0.157410 0.117861 0.096683 0.142347 0.183511 0.140759 0.111613 0.091998 0.146689 0.217607 0.253079 0.263297 0.283177 8.759956 -2.639312 -2.639312 -2.639312 -2.639312 0.045990 0.053481 0.051628 0.044772
0.290000  -0.126137 -0.833004 0.341808   -62.077205 0.268662 10.335144 9.281634 8.682619 8.125164 0.069819 0.051896 0.047518 0.103745 0.082083 0.064929 0.051768 0.047492 0.231817 0.152393 0.114140 0.093657 0.137824 0.177639 0.136288 0.108097 0.089125 0.142023 0.210617 0.244927 0.254810 0.274039 8.756170 -2.552674 -2.552674 -2.552674 -2.552674 0.044624 0.051870 0.050078 0.043447
0.295000  -0.124671 -0.803608 0.238369   -43.293036 0.259365 10.328430 9.276900 8.678708 8.122009 0.067539 0.050248 0.046024 0.100267 0.079370 0.062821 0.050125 0.046000 0.223820 0.147199 0.110296 0.090535 0.133144 0.171553 0.131662 0.104466 0.086163 0.137195 0.203368 0.236467 0.246001 0.264552 8.752258 -2.462409 -2.462409 -2.462409 -2.462409 0.043233 0.050223 0.048494 0.042097
0.300000  -0.123814 -0.773057 0.098058   -17.809905 0.249743 10.321493 9.272021 8.674684 8.118771 0.065210 0.048577 0.044513 0.096694 0.076592 0.060671 0.048458 0.044490 0.215550 0.141841 0.106341 0.087332 0.128321 0.165270 0.126895 0.100733 0.083126 0.132218 0.195875 0.227716 0.236888 0.254733 8.748233 -2.368556 -2.368556 -2.368556 -2.368556 0.041828 0.048553 0.046889 0.040735
0.305000  -0.123749 -0.741370 -0.077830   14.135968 0.239814 10.314349 9.267010 8.670561 8.115464 0.062845 0.046893 0.042997 0.093039 0.073760 0.058492 0.046779 0.042974 0.207023 0.136335 0.102290 0.084060 0.123369 0.158804 0.122002 0.096912 0.080027 0.127106 0.188154 0.218690 0.227486 0.244600 8.744109 -2.271163 -2.271163 -2.271163 -2.271163 0.040422 0.046871 0.045276 0.039373
0.310000  -0.124649 -0.708572 -0.287686   52.250018 0.229597 10.307014 9.261884 8.666353 8.112099 0.060456 0.045211 0.041486 0.089314 0.070889 0.056297 0.045102 0.041465 0.198256 0.130696 0.098157 0.080733 0.118303 0.152170 0.116996 0.093017 0.076878 0.121875 0.180222 0.209407 0.217814 0.234170 8.739900 -2.170294 -2.170294 -2.170294 -2.170294 0.039025 0.045189 0.043664 0.038023
0.315000  -0.126680 -0.674690 -0.529601   96.181491 0.219109 10.299504 9.256656 8.662073 8.108691 0.058057 0.043540 0.039994 0.085535 0.067990 0.054096 0.043436 0.039973 0.189267 0.124937 0.093955 0.077364 0.113137 0.145385 0.111893 0.089060 0.073693 0.116538 0.172096 0.199885 0.207890 0.223464 8.735620 -2.066026 -2.066026 -2.066026 -2.066026 0.037650 0.043519 0.042068 0.036697
0.320000  -0.129995 -0.639757 -0.801381   145.526143 0.208371 10.291836 9.251341 8.657736 8.105253 0.055658 0.041893 0.038530 0.081713 0.065077 0.051902 0.041794 0.038511 0.180074 0.119075 0.089697 0.073965 0.107886 0.138465 0.106707 0.085056 0.070485 0.111111 0.163792 0.190143 0.197733 0.212501 8.731282 -1.958447 -1.958447 -1.958447 -1.958447 0.036308 0.041873 0.040497 0.035404
