V465 MON  07 08 09.3 -00 03 57  10.77 10.17  DCEP       2.713176
V484 MON  06 31 05.3 -02 08 48  15.3  14.2   CEP        3.135233
V495 MON  06 37 03.3 -02 49 27  14.0  13.0   DCEP       4.096583
V504 MON  06 44 43.9 -03 57 08  13.1  12.5   CEP        2.774050
V508 MON  06 47 09.4 +03 58 02  10.74 10.22  DCEP       4.133608
V510 MON  06 47 26.9 +02 31 01  12.94 12.35  DCEP       7.307175
V526 MON  07 01 53.6 -01 07 51   8.78  8.45  DCEPS      2.674985
V784 MON  06 52 24.0 +02 42 25  13.02 12.75  DCEPS
R MUS     12 42 05.0 -69 24 27   6.73  5.93  DCEP       7.510211
S MUS     12 12 47.0 -70 09 06   6.49  5.89  DCEP       9.66007
TZ MUS    11 50 56.5 -65 08 26  12.12 11.16  DCEP       4.944885
UX MUS    12 17 33.7 -65 45 14 <14.5  13.8   DCEP       7.14220
AS MUS    13 44 40.2 -68 28 35  16.2  14.0   CEP       26.425
EX MUS    13 47 25.0 -68 14 59  15.1  13.2   CEP        4.52478
S NOR     16 18 51.8 -57 53 59   6.77  6.12  DCEP       9.75411
RS NOR    16 05 10.0 -53 55 10  10.39  9.62  DCEP       6.19814
RV NOR    16 04 10.2 -56 04 48  13.8  12.2   CEP       32.333
SY NOR    15 54 42.8 -54 33 59   9.94  8.98  DCEP      12.6452
TW NOR    16 04 55.2 -51 57 13  12.22 11.17  DCEP      10.78618
AA NOR    15 49 26.2 -57 39 44  14.44 13.20  CEP       12.24982
GU NOR    16 14 54.7 -53 20 18  10.73 10.08  DCEP       3.452877
GZ NOR    16 31 54.2 -55 33 07  14.36 13.1   SR        35.942
II NOR    16 23 35.5 -53 55 14  16.   15.    CEP       23.559
IQ NOR    15 12 49.5 -54 45 19  10.11  9.47  DCEP       8.23862
QZ NOR    16 11 20.5 -54 21 15   9.03  8.71  DCEPS      3.786008
V340 NOR  16 13 17.4 -54 14 06   8.60  8.26  DCEP
Y OPH     17 52 38.7 -06 08 37   6.46  5.87  DCEPS     17.12413
BF OPH    17 06 05.5 -26 34 50   7.71  6.93  DCEP       4.06775
BH OPH    18 15 50.6 +12 05 44  12.48 11.60  CWA       11.05314
V477 OPH  17 59 08.2 +05 38 26  14.1  13.3   CWB        2.01566917
V478 OPH  17 59 39.0 +00 47 09  13.50 12.53  CWA       16.3500
V541 OPH  17 37 35.4 -23 49 05  15.6  14.0   CWA       29.533
V554 OPH  17 42 51.4 -21 30 12  13.83 12.63  CWA       14.8635
V775 OPH  17 32 40.4 +07 42 20  14.5  13.8   CWA       12.16
V833 OPH  17 50 17.6 +11 38 26  15.6  14.0   CWA       14.69
V2338OPH  18 05 28.9 +07 54 21  13.2  12.4   CWA:
RS ORI    06 22 13.2 +14 40 41   8.88  8.01  DCEP       7.566881
CR ORI    06 05 44.8 +13 14 23  12.58 11.99  DCEP       4.91075
CS ORI    06 07 25.5 +11 09 07  11.80 10.85  DCEP       3.88939
CU ORI    06 11 25.1 +11 48 00  14.4  13.5   DCEP       2.15993
CV ORI    06 12 22.0 +13 38 11  15.1  14.0   DCEP       3.55976
DF ORI    06 24 04.2 +11 42 32  14.8  13.8   DCEP       3.1807
GQ ORI    06 11 13.6 +09 36 45   9.36  8.66  DCEP       8.616068
V336 ORI  05 57 34.3 +19 49 12  16.3  15.2   DCEP       2.84363
V432 ORI  05 18 48.0 +13 59 12  13.3  12.1   DCEP       5.065635
NW PAV    18 13 34.6 -65 14 13  13.0  11.4   CWA       30.
KAPPAPAV  18 56 57.0 -67 14 01   4.78  3.91  CEP        9.09423
SV PER    04 49 47.9 +42 17 23   9.37  8.49  DCEP      11.129318
SX PER    04 17 06.1 +41 43 55  11.54 10.70  DCEP       4.289967
UX PER    02 13 07.5 +58 04 48  12.07 11.02  DCEP       4.565815
UY PER    02 34 31.3 +58 49 54  11.74 10.80  DCEP       5.365106
VX PER    02 07 48.5 +58 26 37   9.69  8.99  DCEP      10.88904
VY PER    02 27 35.4 +58 55 02  11.66 10.80  DCEP       5.531830
AS PER    04 19 46.9 +48 57 12  10.14  9.17  DCEP       4.972516
AW PER    04 47 46.3 +36 43 22   7.89  7.04  DCEP       6.463589
BM PER    04 29 39.4 +48 25 19  11.02  9.65  DCEP      22.9519
CI PER    02 05 02.2 +57 08 35  13.8  13.0   CEP:       3.3779
DW PER    02 33 52.6 +57 01 39  11.86 11.20  DCEP       3.649785
GP PER    04 23 19.2 +44 14 12  14.30 13.2   CEP        2.04160
HQ PER    04 43 57.9 +40 50 05  13.3  12.4   CEP        8.63793
HZ PER    04 25 37.3 +45 37 13  14.26 13.30  DCEP      11.279
MM PER    03 45 23.4 +48 05 01  13.0  12.0   DCEP       4.118415
OT PER    04 38 37.9 +47 44 24  13.98 12.97  DCEP      26.091
QQ PER    02 54 40.4 +51 49 29  15.1  14.1   CEP       11.19400
V440 PER  02 23 51.7 +55 21 54   6.32  6.18  DCEPS      7.570
X PUP     07 32 47.0 -20 54 35   9.24  7.82  DCEP      25.9610
RS PUP    08 13 04.2 -34 34 43   7.67  6.52  DCEP      41.3876
ST PUP    06 48 56.4 -37 16 33  10.68  9.28  CWA       19.        :
VW PUP    07 31 49.1 -20 08 59  11.75 11.00  DCEP       4.28537
VX PUP    07 32 36.6 -21 55 50   8.59  7.73  CEP(B)     3.01087
VZ PUP    07 38 35.2 -28 29 59  10.35  8.92  DCEP      23.1710
WW PUP    07 41 54.9 -21 07 59  11.03 10.03  DCEP       5.516724
WX PUP    07 41 59.0 -25 52 34   9.44  8.76  DCEP       8.937050
WY PUP    07 58 05.1 -24 02 30  10.96 10.18  DCEP       5.25080
WZ PUP    08 00 22.9 -23 42 11  10.76  9.85  DCEP       5.027286
AD PUP    07 48 03.9 -25 34 40  10.36  9.27  DCEP      13.5940
AP PUP    07 57 45.7 -40 07 24   7.78  7.02  DCEP       5.0843102
AQ PUP    07 58 22.1 -29 07 48   9.39  8.08  DCEP      30.104
AT PUP    08 12 22.4 -36 56 38   8.41  7.53  DCEP       6.6650
AX PUP    07 26 28.2 -25 55 36   9.6   9.15  DCEPS      3.12640
BC PUP    07 30 02.6 -23 40 27  15.2  14.2   DCEP       3.54434
BD PUP    07 30 38.7 -24 41 15  14.8  13.8   DCEP       3.91817
BM PUP    07 50 03.1 -28 15 19  11.27 10.43  DCEP       7.19853
BN PUP    08 06 21.5 -30 05 49  10.40  9.20  DCEP      13.6731
CE PUP    08 14 08.0 -42 34 05  13.6  12.5   DCEP      49.53
CK PUP    07 27 18.9 -25 47 08  14.1  13.2   CEP        7.41828
CM PUP    07 30 42.4 -20 27 07  15.5  14.4   DCEP       3.17337
CO PUP    08 26 12.0 -30 17 08  12.46 11.25  CWA       16.0192
EK PUP    07 41 49.7 -25 02 30  10.88 10.46  DCEPS      2.62594
HL PUP    08 11 10.8 -33 30 57  11.8  11.1   CEP        3.48250
HW PUP    07 57 42.2 -27 36 07  13.3  11.9   DCEP      13.454
KZ PUP    07 52 36.5 -17 23 01  12.8  11.3   RR
LL PUP    07 53 48.8 -30 27 37  12.3  11.2   CEP        5.07753
LQ PUP    07 56 12.5 -32 36 10  13.4  12.3   CEP        4.51722
LR PUP    07 57 03.7 -28 09 42  12.3  11.1   CEP        3.33124
LS PUP    07 58 59.2 -29 18 28  10.8   9.8   CEP       14.1464
MY PUP    07 38 18.2 -48 36 05   5.76  5.54  DCEPS      5.69482
NT PUP    07 58 46.3 -38 59 40  12.0  11.0   DCEP      15.565
OO PUP    07 33 38.8 -16 19 02  13.3  12.0   DCEP:
V335 PUP  07 56 57.7 -22 49 32   8.83  8.59  DCEPS
RV SCO    16 58 19.7 -33 36 33   7.49  6.61  DCEP       6.06133
RY SCO    17 50 52.3 -33 42 20   8.44  7.51  DCEP      20.31322
WY SCO    16 33 20.4 -26 11 15  14.5  13.2   CEP       12.9191
CQ SCO    17 49 54.9 -40 19 53  13.00 11.94  CWA       30.447
GW SCO    16 50 52.0 -27 58 22  13.24 12.90  CEP       21.47
KQ SCO    16 51 38.5 -45 25 36  10.29  9.34  DCEP      28.6896
V470 SCO  17 17 25.5 -37 19 08  11.37 10.48  DCEP      16.2615
V482 SCO  17 30 48.4 -33 36 36   8.30  7.63  DCEP       4.527807
V500 SCO  17 48 37.5 -30 28 33   9.13  8.40  DCEP       9.316863
V507 SCO  17 24 22.4 -44 16 50  15.3  13.7   CEP       11.7989
V549 SCO  17 51 00.5 -40 25 23  14.39 13.39  CWA       16.5483
V555 SCO  17 54 18.7 -41 42 50  14.59 13.51  CWA       15.6222
V567 SCO  16 49 50.7 -40 55 06  13.31 12.21  CEP       34.0483
V636 SCO  17 22 46.5 -45 36 51   6.92  6.40  DCEP       6.79671
V708 SCO  17 50 53.0 -34 35 10  14.6  13.3   CEP       27.178
V950 SCO  17 37 37.6 -40 48 49   7.40  7.07  DCEPS
X SCT     18 31 19.7 -13 06 29  10.42  9.50  DCEP       4.19807
Y SCT     18 38 03.0 -08 22 08  10.02  9.22  DCEP      10.341504
Z SCT     18 42 57.0 -05 49 15  10.16  9.05  DCEP      12.901325
RU SCT    18 41 56.0 -04 06 38  10.02  8.82  DCEP      19.70062
SS SCT    18 43 44.0 -07 43 52   8.43  7.90  DCEP       3.671253
SU SCT    18 52 52.1 -12 30 35  15.7  13.8   DCEP       1.467978
TY SCT    18 42 08.0 -04 17 37  11.25 10.31  DCEP      11.05302
UZ SCT    18 31 22.4 -12 55 43  11.76 10.79  DCEP      14.7442
BX SCT    18 50 09.0 -04 22 05  12.62 11.7   DCEP       6.41133
CK SCT    18 41 01.0 -06 05 50  10.88 10.30  DCEP       7.41522
CM SCT    18 42 27.0 -05 20 27  11.49 10.79  DCEP       3.916977
CN SCT    18 42 31.0 -04 19 50  12.78 12.13  DCEP       9.9923
EV SCT    18 36 40.0 -08 11 05  10.32  9.90  DCEPS      3.09099
EW SCT    18 37 51.0 -06 47 49   8.24  7.77  CEP(B)
V367 SCT  18 33 35.2 -10 25 38  11.91 11.21  CEP(B)     6.29307
V458 SCT  18 22 27.1 -10 07 29  11.5  10.5   CEP(B)
AA SER    18 41 21.8 -01 06 40  12.64 11.74  DCEP      17.1412
BQ SER    18 36 15.9 +04 23 54   9.93  9.21  CEP(B)     4.2709
CR SER    18 10 02.1 -13 32 46  11.32 10.50  DCEP       5.30141
DV SER    18 40 13.0 -02 23 03  17.3  15.7   DCEP      23.0639
S SGE     19 56 01.3 +16 38 05   6.04  5.24  DCEP       8.382086
DG SGE    19 40 35.2 +19 17 08  15.9  14.6   DCEP       4.43727
GX SGE    19 31 10.4 +19 15 25  12.92 11.82  DCEP      12.8996
GY SGE    19 35 13.6 +19 12 09  10.60  9.84  DCEP      51.0625
U SGR     18 31 53.3 -19 07 30   7.15  6.28  DCEP       6.745226
W SGR     18 05 01.2 -29 34 48   5.14  4.29  DCEP       7.59503
X SGR     17 47 33.6 -27 49 51   4.90  4.20  DCEP       7.01283
Y SGR     18 21 23.0 -18 51 36   6.24  5.25  DCEP       5.77335
VY SGR    18 12 04.6 -20 42 15  11.98 10.86  DCEP      13.5572
WZ SGR    18 16 59.7 -19 04 33   8.63  7.45  DCEP      21.849708
XX SGR    18 24 44.5 -16 47 50   9.28  8.41  CEP        6.424140
YZ SGR    18 49 28.6 -16 43 23   7.76  7.02  DCEP       9.553606
AP SGR    18 13 02.5 -23 07 02   7.41  6.52  DCEP       5.057875
AV SGR    18 04 48.8 -22 43 57  12.10 10.67  DCEP      15.415
AY SGR    18 23 19.1 -18 34 29  10.92 10.10  DCEP       6.56959
BB SGR    18 50 59.9 -20 17 43   7.30  6.55  DCEP       6.63699
EY SGR    19 37 22.6 -12 08 35  16.3  13.3   M        117.0
V350 SGR  18 45 17.5 -20 38 51   7.83  7.08  DCEP       5.15424
V773 SGR  17 54 18.  -26 45 32  12.72 12.00  DCEP       5.748445
V1004SGR  18 01 02.  -31 22 03  13.41 12.56  CWA       37.6375
V1185SGR  18 19 46.  -27 09 23  14.04 12.84  CWA       13.91246
V1290SGR  18 21 37.  -32 38 09  13.04 11.82  CWA       27.9516
V1711SGR  20 01 07.  -30 30 41  11.06 10.43  CWA       28.556
V1828SGR  18 13 33.  -26 23 44  13.62 12.71  DCEP      12.972
V1833SGR  18 15 52.  -31 07 10  15.8  13.1   CWA       48.87
V1954SGR  18 15 22.  -20 37 59  13.4  11.8   DCEP       6.1794489
V1996SGR  18 30 35.  -24 37 29  14.2  12.4   DCEP      18.15
V3820SGR  18 26 23.  -24 14 06  14.8  13.5   CEP:      14.        :
V4061SGR  18 56 18.  -27 30 09  14.0  12.9   CEP:      92.2
ST TAU    05 45 03.2 +13 34 35   8.62  7.79  DCEP       4.034299
SZ TAU    04 37 14.8 +18 32 35   6.75  6.33  DCEPS      3.14873
AE TAU    05 34 36.7 +26 12 09  13.5  12.5   CEP        3.89645
AV TAU    05 45 44.9 +27 04 05  14.0  13.0   DCEP       3.61581
EF TAU    05 43 31.8 +19 25 12  14.4  13.5   DCEP       3.44815
EU TAU    05 45 40.5 +18 39 25   8.25  7.90  DCEPS      2.10248
R TRA     15 19 45.7 -66 29 46   7.00  6.33  DCEP       3.389287
S TRA     16 01 10.7 -63 46 36   6.81  5.95  DCEP       6.32344
U TRA     16 07 19.0 -62 54 38   8.29  7.30  CEP(B)     2.568423
EN TRA    14 57 00.7 -68 50 23   9.1   8.7   CEP:      36.54
EW TRA    16 21 28.1 -61 31 21  16.0  15.1   CWA:      64.
LR TRA    15 30 49.8 -65 35 58   7.92  7.73  DCEPS
RX TUC    01 00 19.5 -72 38 39  16.7  15.5   DCEP       4.290777
SS TUC    01 01 49.5 -72 05 45  13.57 12.87  DCEP      49.684
SV TUC    01 03 12.3 -71 50 48  16.3  15.7   DCEP       5.584440
BE TUC    01 16 58.2 -73 43 11  14.65 13.62  DCEP      25.432997
BF TUC    01 17 53.0 -73 37 25  13.88 13.15  DCEP      22.646828
BH TUC    01 20 07.7 -72 54 19  14.58 13.57  DCEP      19.979036
BZ TUC    00 41 43.4 -73 43 24  12.44 11.53  DCEP     127.61
T VEL     08 37 40.8 -47 21 43   8.34  7.68  DCEP       4.63974
V VEL     09 22 16.2 -55 57 37   7.95  7.19  DCEP       4.370991
RY VEL    10 20 41.0 -55 19 17   8.89  7.86  DCEP      28.1357
RZ VEL    08 37 01.3 -44 06 53   7.64  6.42  DCEP      20.398240
ST VEL    08 44 55.9 -50 33 36  10.08  9.39  DCEP       5.8584249
SV VEL    10 44 56.3 -56 17 22   9.12  7.91  DCEP      14.09707
SW VEL    08 43 38.7 -47 24 11   8.96  7.44  DCEP      23.4410
SX VEL    08 44 53.5 -46 20 35   8.72  7.92  DCEP       9.54993
XX VEL    10 36 08.6 -56 02 36  11.22 10.25  DCEP       6.98457
AB VEL    10 19 52.1 -56 18 35  15.8  14.5   DCEP       6.24560
AE VEL    09 36 51.5 -53 01 58  10.73  9.88  DCEP       7.13357
AH VEL    08 12 00.0 -46 38 40   5.89  5.50  DCEPS      4.227171
AM VEL    08 35 37.1 -47 45 34  13.6  12.90: CEP        7.52326
AP VEL    08 39 45.8 -43 51 39  10.48  9.49  CEP(B)     3.12776
AX VEL    08 10 49.3 -47 41 55   8.48  7.93  CEP(B)     2.592891
BG VEL    09 08 15.7 -51 26 11   7.91  7.43  DCEP       6.923655
BH VEL    08 29 48.5 -41 13 26  13.5  13.1   DCEP       7.2008
BQ VEL    08 22 06.5 -47 18 14  15.1  14.0 : CEP        3.372462
CO VEL    08 29 41.3 -40 20 02  12.93 12.15  DCEP       4.27536
CP VEL    08 48 10.5 -48 39 33  13.8  13.1   DCEP       9.84226
CS VEL    09 41 10.3 -53 48 58  12.21 11.24  DCEP       5.90474
CX VEL    09 06 38.1 -52 21 27  13.3  12.36  DCEP       6.255425
DD VEL    09 12 09.6 -50 22 34  13.04 12.18  CWA       13.1948
DK VEL    09 17 16.7 -53 05 06  10.88 10.34  DCEP       2.48164
DP VEL    09 30 15.8 -53 03 31  12.20 11.51  DCEP       5.48438
EX VEL    09 20 01.5 -52 51 22  12.07 11.21  DCEP      13.2341
EZ VEL    09 25 07.4 -53 12 36  14.96 13.4   DCEP      34.5346
FG VEL    09 33 23.7 -52 45 21  12.13 11.54  DCEP       6.45320
FN VEL    09 48 41.5 -55 31 10  12.1  10.9   CEP        5.32422
S VUL     19 48 23.8 +27 17 11   9.42  8.69  DCEP      68.464
T VUL     20 51 28.3 +28 15 02   6.09  5.41  DCEP       4.435462
U VUL     19 36 37.7 +20 19 58   7.54  6.73  DCEP       7.990676
X VUL     19 57 28.6 +26 33 24   9.22  8.33  DCEP       6.319588
SV VUL    19 51 30.9 +27 27 38   7.79  6.72  DCEP      45.0121
AS VUL    19 47 46.  +27 54 24  12.71 11.76  DCEP      12.224726
BR VUL    19 46 36.  +22 53 13  12.8  11.8   DCEP       5.197170
DG VUL    19 58 39.  +27 40 24  11.87 10.73  CEP       13.60831
ET VUL    19 35 19.  +26 25 41  12.50 11.94  CWA       53.493
GQ VUL    19 47 59.  +26 00 01  14.10 13.03  DCEP      12.64387
NN VUL    19 29 55.  +25 14 55  15.0  13.82  CWA       30.87
